;station_code;measure_date;HS;TA_30MIN_MEAN;RH_30MIN_MEAN;TSS_30MIN_MEAN;TS0_30MIN_MEAN;TS25_30MIN_MEAN;TS50_30MIN_MEAN;TS100_30MIN_MEAN;RSWR_30MIN_MEAN;VW_30MIN_MEAN;VW_30MIN_MAX;DW_30MIN_MEAN;DW_30MIN_SD
6010;MUT2;2024-10-05T13:00:00Z;13.71;-1.441;98.4;-0.946;0.518;0.716;3.046;1.905;399.3;0.855;1.916;215.2;20.86
6011;MUT2;2024-10-05T13:30:00Z;14.61;-1.204;98.0;-2.294;0.514;0.736;3.772;1.994;377.7;0.554;2.151;174.6;17.59
6012;MUT2;2024-10-05T14:00:00Z;15.83;-2.4;99.6;-2.456;0.505;0.557;0.924;0.153;248.2;1.041;2.66;210.5;22.2
6013;MUT2;2024-10-05T14:30:00Z;15.04;-1.948;99.5;-2.551;0.499;0.56;1.559;0.929;229.8;0.61;1.858;180.9;33.26
6014;MUT2;2024-10-05T15:00:00Z;14.13;-1.664;99.7;-4.114;0.499;0.297;-0.516;-0.67;142.2;0.485;1.604;217.1;7.39
6015;MUT2;2024-10-05T15:30:00Z;14.83;-2.564;100.0;-1.6;0.499;0.338;-0.693;-1.265;126.8;0.772;1.467;204.9;13.67
6016;MUT2;2024-10-05T16:00:00Z;13.66;-2.234;100.0;-3.583;0.495;0.125;-1.424;-1.619;72.3;0.02;0.724;222.8;0.712
6017;MUT2;2024-10-05T16:30:00Z;13.3;-2.834;100.0;-7.65;0.495;-0.081;-5.836;-4.881;26.09;0.302;0.782;229.6;18.3
6018;MUT2;2024-10-05T17:00:00Z;14.04;-3.67;100.0;-9.1;0.494;-0.167;-7.46;-6.392;6.855;0.267;1.115;240.2;11.94
6019;MUT2;2024-10-05T17:30:00Z;13.86;-3.919;100.0;-9.95;0.49;-0.73;-7.73;-6.299;0.332;0.017;0.782;225.9;8.25
6020;MUT2;2024-10-05T18:00:00Z;14.81;-4.166;100.0;-11.4;0.487;-1.751;-7.54;-6.135;0.0;0.117;1.447;264.7;9.04
6021;MUT2;2024-10-05T18:30:00Z;14.71;-3.944;100.0;-11.81;0.487;-2.61;-7.81;-6.355;0.0;0.323;1.956;236.6;21.93
6022;MUT2;2024-10-05T19:00:00Z;14.07;-3.957;100.0;-12.37;0.487;-3.338;-8.68;-6.799;0.0;0.343;1.877;281.1;16.79
6023;MUT2;2024-10-05T19:30:00Z;14.67;-3.964;100.0;-12.88;0.485;-3.941;-8.28;-6.829;0.0;0.288;1.956;264.1;52.34
6024;MUT2;2024-10-05T20:00:00Z;17.79;-3.519;99.6;-11.99;0.487;-4.463;-6.794;-5.571;0.0;0.772;3.422;265.3;36.24
6025;MUT2;2024-10-05T20:30:00Z;17.84;-3.48;97.1;-11.65;0.489;-4.864;-5.329;-2.445;0.0;0.592;3.911;257.3;54.34
6026;MUT2;2024-10-05T21:00:00Z;17.73;-3.609;98.0;-12.71;0.488;-5.161;-4.853;-2.728;0.0;0.423;2.503;294.6;35.21
6027;MUT2;2024-10-05T21:30:00Z;18.6;-3.228;89.7;-11.87;0.486;-5.456;-3.318;-1.632;0.0;0.994;5.378;123.9;47.57
6028;MUT2;2024-10-05T22:00:00Z;18.24;-3.209;85.9;-11.92;0.486;-5.7;-3.348;-1.721;0.0;0.316;4.087;94.5;65.71
6029;MUT2;2024-10-05T22:30:00Z;18.56;-2.691;79.3;-11.38;0.487;-5.879;-3.131;-1.4;0.0;0.462;4.654;45.1;69.47
6030;MUT2;2024-10-05T23:00:00Z;18.23;-2.178;71.3;-11.67;0.489;-6.006;-2.485;-0.843;0.0;0.27;5.319;101.6;64.88
6031;MUT2;2024-10-05T23:30:00Z;17.06;-1.361;60.29;-11.76;0.491;-6.142;-2.562;-1.061;0.0;0.739;4.185;107.2;54.11
6032;MUT2;2024-10-06T00:00:00Z;16.02;-0.759;51.7;-11.59;0.491;-6.27;-2.876;-1.284;0.0;0.851;6.238;54.91;58.27
6033;MUT2;2024-10-06T00:30:00Z;15.36;-0.032;43.79;-10.89;0.49;-6.369;-2.498;-1.137;0.0;1.841;7.16;68.13;39.66
6034;MUT2;2024-10-06T01:00:00Z;14.97;0.29;39.52;-10.65;0.49;-6.419;-2.179;-0.903;0.0;1.942;7.22;69.71;32.86
6035;MUT2;2024-10-06T01:30:00Z;14.68;0.313;39.05;-12.03;0.488;-6.47;-2.754;-1.267;0.0;0.626;2.66;111.1;49.46
6036;MUT2;2024-10-06T02:00:00Z;14.98;0.194;38.73;-11.24;0.488;-6.566;-2.695;-1.306;0.0;0.719;4.439;102.2;61.34
6037;MUT2;2024-10-06T02:30:00Z;14.74;0.581;37.08;-11.35;0.487;-6.651;-2.528;-1.044;0.0;1.515;6.121;58.1;43.25
6038;MUT2;2024-10-06T03:00:00Z;14.79;0.895;34.72;-9.79;0.486;-6.672;-1.453;-0.337;0.0;2.909;7.61;54.76;30.92
6039;MUT2;2024-10-06T03:30:00Z;14.52;0.359;33.45;-12.03;0.486;-6.655;-3.502;-1.628;0.0;0.751;4.126;122.8;35.47
6040;MUT2;2024-10-06T04:00:00Z;15.07;0.446;30.14;-13.19;0.482;-6.753;-3.995;-1.499;0.0;0.245;2.894;214.9;41.08
6041;MUT2;2024-10-06T04:30:00Z;15.27;1.301;27.79;-12.28;0.482;-6.988;-1.844;-0.092;0.0;0.139;4.185;55.66;72.0
6042;MUT2;2024-10-06T05:00:00Z;14.85;1.784;26.97;-12.01;0.481;-7.15;-1.641;0.045;0.0;1.383;4.146;88.5;42.91
6043;MUT2;2024-10-06T05:30:00Z;15.33;2.051;24.8;-11.65;0.48;-7.22;-0.851;0.679;2.434;0.102;4.517;272.0;75.5
6044;MUT2;2024-10-06T06:00:00Z;14.84;2.2;23.33;-12.03;0.478;-7.22;-0.839;0.818;10.73;0.748;3.579;41.7;47.89
6045;MUT2;2024-10-06T06:30:00Z;14.41;2.32;19.13;-11.45;0.477;-7.19;-0.901;0.554;18.8;1.627;5.847;60.31;36.97
6046;MUT2;2024-10-06T07:00:00Z;14.48;2.102;19.45;-10.84;0.478;-7.12;-0.476;0.893;22.79;2.398;6.923;51.03;31.74
6047;MUT2;2024-10-06T07:30:00Z;13.86;2.635;18.6;-8.63;0.477;-6.48;2.362;3.707;246.0;2.102;5.339;45.7;26.93
6048;MUT2;2024-10-06T08:00:00Z;12.41;3.766;16.17;-7.09;0.48;-5.829;5.047;5.566;311.2;0.565;3.168;140.6;45.37
6049;MUT2;2024-10-06T08:30:00Z;12.57;4.035;13.55;-5.798;0.484;-5.143;4.154;5.13;275.3;0.518;2.484;224.5;36.12
6050;MUT2;2024-10-06T09:00:00Z;13.88;3.898;12.66;-4.857;0.482;-4.595;3.914;4.474;222.1;0.61;2.894;353.1;47.26
6051;MUT2;2024-10-06T09:30:00Z;14.31;3.827;12.88;-3.896;0.485;-3.809;4.476;4.79;277.2;1.893;3.813;356.5;19.33
6052;MUT2;2024-10-06T10:00:00Z;13.31;4.232;14.3;-2.912;0.484;-3.059;4.505;4.933;275.0;0.733;3.227;345.5;38.06
6053;MUT2;2024-10-06T10:30:00Z;13.29;3.986;18.03;-2.445;0.485;-2.527;3.88;4.343;251.5;0.474;1.936;186.3;50.54
6054;MUT2;2024-10-06T11:00:00Z;13.29;3.978;19.39;-1.923;0.485;-2.043;4.212;4.588;242.0;0.215;1.78;228.2;37.64
6055;MUT2;2024-10-06T11:30:00Z;11.81;5.528;20.05;-0.628;0.484;-1.126;6.427;6.433;340.1;0.483;1.858;266.2;17.79
6056;NAR1;2024-10-05T12:00:00Z;;2.002;75.5;;;;;;;1.292;4.341;81.8;38.14
6057;NAR1;2024-10-05T12:30:00Z;;2.058;76.3;;;;;;;1.737;6.062;76.8;30.55
6058;NAR1;2024-10-05T13:00:00Z;;1.96;77.4;;;;;;;1.88;5.261;65.66;37.52
6059;NAR1;2024-10-05T13:30:00Z;;3.58;73.6;;;;;;;1.624;6.923;356.8;54.22
6060;NAR1;2024-10-05T14:00:00Z;;2.954;73.4;;;;;;;2.182;5.984;61.61;22.22
6061;NAR1;2024-10-05T14:30:00Z;;3.229;74.5;;;;;;;2.456;5.945;41.31;26.96
6062;NAR1;2024-10-05T15:00:00Z;;2.498;76.6;;;;;;;2.123;6.669;78.4;29.64
6063;NAR1;2024-10-05T15:30:00Z;;1.851;77.1;;;;;;;1.638;2.484;84.1;12.73
6064;NAR1;2024-10-05T16:00:00Z;;1.634;78.6;;;;;;;1.418;1.995;82.3;13.12
6065;NAR1;2024-10-05T16:30:00Z;;1.278;79.4;;;;;;;1.764;3.149;141.9;14.95
6066;NAR1;2024-10-05T17:00:00Z;;1.111;81.8;;;;;;;1.344;2.64;198.6;17.73
6067;NAR1;2024-10-05T17:30:00Z;;0.686;85.4;;;;;;;0.161;1.408;163.5;36.42
6068;NAR1;2024-10-05T18:00:00Z;;0.187;93.9;;;;;;;0.608;1.506;91.4;25.08
6069;NAR1;2024-10-05T18:30:00Z;;-0.088;99.7;;;;;;;1.244;2.112;98.8;6.935
6070;NAR1;2024-10-05T19:00:00Z;;-0.226;99.9;;;;;;;1.754;2.718;87.5;11.28
6071;NAR1;2024-10-05T19:30:00Z;;-0.174;100.0;;;;;;;1.354;2.268;102.3;9.23
6072;NAR1;2024-10-05T20:00:00Z;;-0.113;99.8;;;;;;;1.048;2.66;71.6;32.65
6073;NAR1;2024-10-05T20:30:00Z;;-0.187;100.0;;;;;;;1.474;2.249;107.4;19.26
6074;NAR1;2024-10-05T21:00:00Z;;-0.217;100.0;;;;;;;1.315;2.484;156.3;26.85
6075;NAR1;2024-10-05T21:30:00Z;;-0.26;100.0;;;;;;;1.229;2.738;192.4;23.13
6076;NAR1;2024-10-05T22:00:00Z;;-0.216;100.0;;;;;;;1.959;3.129;199.1;18.6
6077;NAR1;2024-10-05T22:30:00Z;;-0.06;100.0;;;;;;;1.415;3.422;205.0;19.32
6078;NAR1;2024-10-05T23:00:00Z;;-0.232;100.0;;;;;;;2.13;3.109;230.4;6.888
6079;NAR1;2024-10-05T23:30:00Z;;-0.261;100.0;;;;;;;2.28;3.657;226.9;8.95
6080;NAR1;2024-10-06T00:00:00Z;;-0.442;100.0;;;;;;;2.748;5.495;241.3;14.83
6081;NAR1;2024-10-06T00:30:00Z;;-0.358;100.0;;;;;;;1.639;3.325;226.0;13.18
6082;NAR1;2024-10-06T01:00:00Z;;-0.447;100.0;;;;;;;1.602;3.207;252.1;22.65
6083;NAR1;2024-10-06T01:30:00Z;;-0.88;100.0;;;;;;;1.458;2.797;307.3;19.92
6084;NAR1;2024-10-06T02:00:00Z;;-0.93;100.0;;;;;;;0.861;1.721;280.9;11.46
6085;NAR1;2024-10-06T02:30:00Z;;-0.916;100.0;;;;;;;1.264;3.657;288.2;25.77
6086;NAR1;2024-10-06T03:00:00Z;;-0.696;100.0;;;;;;;0.609;1.662;239.1;21.45
6087;NAR1;2024-10-06T03:30:00Z;;-0.678;100.0;;;;;;;0.263;1.212;80.7;32.49
6088;NAR1;2024-10-06T04:00:00Z;;-0.651;100.0;;;;;;;0.794;2.542;265.5;28.67
6089;NAR1;2024-10-06T04:30:00Z;;-0.905;100.0;;;;;;;0.612;2.581;261.4;36.16
6090;NAR1;2024-10-06T05:00:00Z;;-1.09;100.0;;;;;;;0.277;2.366;93.2;53.02
6091;NAR1;2024-10-06T05:30:00Z;;-1.188;100.0;;;;;;;1.645;4.165;276.5;31.47
6092;NAR1;2024-10-06T06:00:00Z;;-1.076;100.0;;;;;;;1.935;4.967;252.1;33.44
6093;NAR1;2024-10-06T06:30:00Z;;-0.808;100.0;;;;;;;1.204;2.816;229.1;34.4
6094;NAR1;2024-10-06T07:00:00Z;;-1.006;100.0;;;;;;;1.847;4.263;246.0;18.47
6095;NAR1;2024-10-06T07:30:00Z;;-0.824;100.0;;;;;;;0.913;3.403;131.4;45.38
6096;NAR1;2024-10-06T08:00:00Z;;-0.571;100.0;;;;;;;1.814;4.537;99.2;24.26
6097;NAR1;2024-10-06T08:30:00Z;;-0.303;100.0;;;;;;;1.161;3.481;258.6;29.74
6098;NAR1;2024-10-06T09:00:00Z;;-0.654;100.0;;;;;;;1.58;2.757;204.5;23.1
6099;NAR1;2024-10-06T09:30:00Z;;-0.104;100.0;;;;;;;0.861;2.855;180.8;26.61
6100;NAR1;2024-10-06T10:00:00Z;;0.051;100.0;;;;;;;0.545;2.933;189.5;35.13
6101;NAR1;2024-10-06T10:30:00Z;;0.165;100.0;;;;;;;1.025;2.914;114.6;19.09
6102;NAR1;2024-10-06T11:00:00Z;;0.611;100.0;;;;;;;0.477;2.229;140.2;49.54
6103;NAR1;2024-10-06T11:30:00Z;;0.48;100.0;;;;;;;0.762;2.581;205.5;24.61
6104;NAR2;2024-10-05T12:00:00Z;-4.131;3.608;61.52;12.14;8.36;7.93;6.381;6.009;51.9;1.714;4.517;134.5;32.46
6105;NAR2;2024-10-05T12:30:00Z;-3.503;4.197;60.68;17.94;8.34;12.36;9.12;8.26;106.9;2.279;4.752;120.7;28.28
6106;NAR2;2024-10-05T13:00:00Z;-4.531;4.184;60.33;17.72;8.6;12.21;9.4;8.48;98.9;1.845;4.517;127.8;21.72
6107;NAR2;2024-10-05T13:30:00Z;-4.215;4.56;59.09;18.49;8.62;13.77;10.47;9.6;107.8;1.118;3.579;136.7;27.84
6108;NAR2;2024-10-05T14:00:00Z;-4.025;4.936;57.5;18.3;8.63;14.1;10.6;9.73;105.3;1.061;3.149;159.1;26.49
6109;NAR2;2024-10-05T14:30:00Z;-4.136;4.802;58.27;16.16;8.72;13.32;10.15;9.33;95.1;1.17;3.09;131.8;21.15
6110;NAR2;2024-10-05T15:00:00Z;-3.991;4.029;62.94;10.49;8.57;8.0;6.67;6.367;42.29;1.255;2.308;128.8;13.24
6111;NAR2;2024-10-05T15:30:00Z;-3.383;3.594;63.81;6.743;8.2;4.525;4.249;4.374;12.61;0.014;1.447;126.5;0.414
6112;NAR2;2024-10-05T16:00:00Z;-2.864;3.218;68.67;4.879;7.71;3.617;3.472;3.749;8.93;0.0;0.0;0.0;0.0
6113;NAR2;2024-10-05T16:30:00Z;-4.395;2.538;73.0;2.544;7.13;0.691;1.036;1.721;4.018;0.0;0.0;0.0;0.0
6114;NAR2;2024-10-05T17:00:00Z;-3.261;2.382;73.1;3.138;6.46;1.006;1.383;1.988;1.563;0.0;0.0;0.0;0.0
6115;NAR2;2024-10-05T17:30:00Z;-5.517;1.607;82.0;1.361;6.101;-1.029;-0.34;0.452;0.0;0.0;0.0;0.0;0.0
6116;NAR2;2024-10-05T18:00:00Z;-6.723;1.407;89.5;2.076;5.755;-0.663;-0.095;0.652;0.0;;;;0.0
6117;NAR2;2024-10-05T18:30:00Z;-7.73;1.377;97.6;2.266;5.622;0.013;0.396;0.948;0.0;;;;0.0
6118;NAR2;2024-10-05T19:00:00Z;-4.122;1.124;99.7;1.358;5.452;-0.537;-0.033;0.548;0.0;;;;0.0
6119;NAR2;2024-10-05T19:30:00Z;;1.344;99.5;2.336;5.26;0.693;0.927;1.319;0.0;;;;0.0
6120;NAR2;2024-10-05T20:00:00Z;-3.291;1.179;99.7;1.977;5.199;0.094;0.394;0.801;0.0;;;;0.0
6121;NAR2;2024-10-05T20:30:00Z;;1.24;99.7;2.807;5.147;1.144;1.254;1.485;0.0;;;;0.0
6122;NAR2;2024-10-05T21:00:00Z;-2.921;1.263;99.7;2.139;5.195;0.587;0.821;1.204;0.0;;;;0.0
6123;NAR2;2024-10-05T21:30:00Z;-3.374;1.044;99.7;1.289;5.14;-0.41;-0.04;0.534;0.0;;;;0.0
6124;NAR2;2024-10-05T22:00:00Z;-2.881;1.06;99.7;1.819;4.987;0.252;0.471;0.904;0.0;0.079;0.821;148.9;4.762
6125;NAR2;2024-10-05T22:30:00Z;-3.387;1.211;99.7;2.259;4.941;0.573;0.785;1.173;0.0;;;;0.0
6126;NAR2;2024-10-05T23:00:00Z;-3.529;1.259;99.0;1.171;4.94;-0.186;0.206;0.727;0.0;0.158;1.975;260.5;8.95
6127;NAR2;2024-10-05T23:30:00Z;-3.725;0.988;99.7;0.971;4.815;-0.31;0.092;0.599;0.0;0.044;0.841;200.3;1.595
6128;NAR2;2024-10-06T00:00:00Z;-4.679;1.102;98.2;1.106;4.693;-0.224;0.162;0.737;0.0;0.113;2.073;257.7;8.98
6129;NAR2;2024-10-06T00:30:00Z;-3.219;0.863;99.7;1.202;4.6;-0.031;0.23;0.683;0.0;0.194;2.366;325.6;1.048
6130;NAR2;2024-10-06T01:00:00Z;-2.975;1.027;99.5;1.923;4.567;0.336;0.548;0.917;0.0;;;;0.0
6131;NAR2;2024-10-06T01:30:00Z;-3.25;0.946;98.3;0.688;4.613;-0.33;0.165;0.704;0.0;0.103;2.542;266.4;4.646
6132;NAR2;2024-10-06T02:00:00Z;-4.007;1.16;91.3;0.008;4.549;-1.228;-0.667;0.079;0.0;1.011;3.109;252.9;17.48
6133;NAR2;2024-10-06T02:30:00Z;-3.244;1.043;95.4;1.083;4.404;-0.12;0.147;0.598;0.0;0.854;2.366;258.1;11.88
6134;NAR2;2024-10-06T03:00:00Z;-3.379;0.835;99.3;1.998;4.343;0.567;0.674;0.937;0.0;;;;0.0
6135;NAR2;2024-10-06T03:30:00Z;-2.984;0.484;99.7;2.054;4.388;0.577;0.574;0.749;0.0;;;;0.0
6136;NAR2;2024-10-06T04:00:00Z;-2.818;0.708;99.4;2.16;4.496;0.617;0.672;0.908;0.0;0.397;2.229;264.0;8.98
6137;NAR2;2024-10-06T04:30:00Z;-2.885;1.041;92.9;2.052;4.605;0.671;0.847;1.185;0.0;0.212;1.721;326.6;11.62
6138;NAR2;2024-10-06T05:00:00Z;-2.999;0.829;94.5;2.009;4.654;0.584;0.72;1.023;0.0;0.124;1.486;201.6;8.03
6139;NAR2;2024-10-06T05:30:00Z;-3.144;0.782;90.1;1.68;4.678;0.373;0.612;0.945;0.0;0.423;2.327;313.3;8.36
6140;NAR2;2024-10-06T06:00:00Z;-3.111;0.715;92.0;1.978;4.663;0.604;0.722;0.981;1.675;0.39;1.956;323.5;17.38
6141;NAR2;2024-10-06T06:30:00Z;-3.071;0.867;96.0;3.168;4.693;1.889;1.591;1.709;10.39;0.23;2.327;282.7;3.562
6142;NAR2;2024-10-06T07:00:00Z;-3.782;1.11;93.1;4.475;4.879;3.727;2.836;2.849;24.12;0.683;2.425;275.0;27.99
6143;NAR2;2024-10-06T07:30:00Z;-3.717;0.925;94.4;4.429;5.132;2.462;1.905;1.897;13.29;0.044;2.21;97.9;39.95
6144;NAR2;2024-10-06T08:00:00Z;-4.321;1.049;98.5;5.542;5.365;3.269;2.541;2.414;19.88;0.906;2.249;127.7;18.15
6145;NAR2;2024-10-06T08:30:00Z;-4.368;1.263;94.6;5.809;5.694;3.479;2.642;2.501;19.21;0.165;2.132;41.03;34.43
6146;NAR2;2024-10-06T09:00:00Z;-3.737;1.224;96.2;5.536;5.9;2.998;2.277;2.223;15.52;0.099;1.447;342.2;15.22
6147;NAR2;2024-10-06T09:30:00Z;-4.38;1.545;93.5;6.108;6.019;3.767;2.96;2.804;18.42;0.759;2.014;102.7;13.31
6148;NAR2;2024-10-06T10:00:00Z;-3.763;1.514;98.2;5.835;6.146;3.384;2.759;2.633;14.18;0.622;1.956;109.0;11.78
6149;NAR2;2024-10-06T10:30:00Z;-3.844;1.821;89.9;6.527;6.207;3.945;3.138;3.009;17.98;0.038;1.291;119.2;4.317
6150;NAR2;2024-10-06T11:00:00Z;-4.343;2.478;86.0;8.04;6.366;5.431;4.276;4.081;28.02;0.142;1.799;72.2;4.751
6151;NAR2;2024-10-06T11:30:00Z;-5.039;2.203;94.8;7.34;6.648;4.537;3.577;3.407;19.54;0.07;1.545;339.4;17.7
6152;NAS2;2024-10-05T12:00:00Z;5.35;-0.208;88.0;0.022;1.07;2.094;1.534;0.729;204.9;0.698;1.839;91.0;
6153;NAS2;2024-10-05T12:30:00Z;5.475;-0.012;87.0;0.055;1.018;2.5;1.947;1.153;204.7;0.719;1.819;130.8;
6154;NAS2;2024-10-05T13:00:00Z;4.725;0.251;85.8;-0.091;1.033;1.978;1.454;0.716;166.2;1.086;2.406;93.8;
6155;NAS2;2024-10-05T13:30:00Z;4.525;-0.122;85.1;-0.094;1.059;1.792;1.314;0.597;159.8;1.15;2.308;83.3;
6156;NAS2;2024-10-05T14:00:00Z;4.362;-0.292;85.4;-0.065;1.062;1.84;1.35;0.735;147.0;0.846;2.112;84.5;
6157;NAS2;2024-10-05T14:30:00Z;4.213;-0.564;84.5;-0.208;1.053;1.571;1.148;0.54;115.3;0.804;1.858;150.0;
6158;NAS2;2024-10-05T15:00:00Z;4.175;-0.791;91.5;-0.271;1.024;1.013;0.596;0.133;79.48;0.859;1.545;145.0;
6159;NAS2;2024-10-05T15:30:00Z;3.725;-1.092;95.9;-0.348;0.986;0.151;-0.214;-0.525;37.19;0.574;2.015;181.2;
6160;NAS2;2024-10-05T16:00:00Z;4.2;-1.337;93.9;-0.576;0.977;-0.088;-0.405;-0.716;33.68;0.738;1.663;142.8;
6161;NAS2;2024-10-05T16:30:00Z;4.25;-1.225;89.9;-0.842;0.966;-0.653;-0.869;-1.034;12.66;0.394;0.998;120.3;
6162;NAS2;2024-10-05T17:00:00Z;4.537;-1.424;86.8;-1.113;0.961;-0.991;-1.079;-1.2;3.644;0.595;1.193;73.9;
6163;NAS2;2024-10-05T17:30:00Z;4.538;-1.533;87.0;-1.557;0.961;-1.363;-1.353;-1.423;0.177;0.26;0.802;101.9;
6164;NAS2;2024-10-05T18:00:00Z;4.5;-1.636;88.7;-1.551;0.967;-1.396;-1.393;-1.464;0.006;0.035;0.489;274.1;
6165;NAS2;2024-10-05T18:30:00Z;4.513;-1.614;87.1;-1.805;0.972;-1.559;-1.519;-1.522;0.004;0.055;0.45;79.01;
6166;NAS2;2024-10-05T19:00:00Z;4.525;-1.776;89.0;-3.064;0.985;-2.021;-1.852;-1.79;0.003;0.069;0.528;261.7;
6167;NAS2;2024-10-05T19:30:00Z;4.075;-1.998;87.5;-6.908;1.007;-3.871;-3.501;-3.061;0.003;0.638;1.115;313.8;
6168;NAS2;2024-10-05T20:00:00Z;4.162;-2.471;92.3;-8.79;1.03;-5.177;-4.574;-4.044;0.003;0.241;1.271;286.8;
6169;NAS2;2024-10-05T20:30:00Z;4.275;-3.165;94.2;-9.87;1.056;-6.283;-5.429;-4.853;0.003;0.402;1.976;303.7;
6170;NAS2;2024-10-05T21:00:00Z;3.787;-3.1;91.0;-10.54;1.081;-7.055;-6.113;-5.468;0.003;0.494;1.389;305.4;
6171;NAS2;2024-10-05T21:30:00Z;4.562;-3.568;91.4;-11.05;1.108;-6.678;-5.478;-4.904;0.003;0.299;1.271;286.6;
6172;NAS2;2024-10-05T22:00:00Z;4.1;-3.743;93.5;-11.93;1.131;-7.428;-6.228;-5.64;0.004;0.245;1.095;17.3;
6173;NAS2;2024-10-05T22:30:00Z;4.15;-3.669;94.5;-11.48;1.147;-6.968;-5.902;-5.157;0.004;0.767;2.308;268.7;
6174;NAS2;2024-10-05T23:00:00Z;3.95;-2.753;85.9;-10.77;1.142;-6.224;-4.955;-4.141;0.004;1.265;2.738;266.1;
6175;NAS2;2024-10-05T23:30:00Z;3.65;-2.787;84.8;-10.84;1.129;-6.363;-5.024;-4.421;0.003;1.623;2.171;260.0;
6176;NAS2;2024-10-06T00:00:00Z;3.837;-2.327;82.7;-9.62;1.115;-5.32;-4.03;-3.52;0.003;2.322;3.306;265.3;
6177;NAS2;2024-10-06T00:30:00Z;3.775;-2.26;83.8;-8.94;1.106;-4.898;-3.591;-3.157;0.003;2.185;3.795;263.9;
6178;NAS2;2024-10-06T01:00:00Z;3.8;-2.644;83.9;-9.85;1.108;-5.461;-4.046;-3.537;0.003;1.541;3.619;264.9;
6179;NAS2;2024-10-06T01:30:00Z;3.875;-1.668;78.43;-8.36;1.076;-4.096;-2.902;-2.461;0.003;2.751;3.638;280.1;
6180;NAS2;2024-10-06T02:00:00Z;3.725;-1.76;79.33;-8.48;1.063;-3.921;-3.21;-2.751;0.003;2.635;3.853;266.2;
6181;NAS2;2024-10-06T02:30:00Z;4.2;-1.776;79.7;-8.03;1.067;-3.435;-2.863;-2.422;0.003;2.774;4.851;258.6;
6182;NAS2;2024-10-06T03:00:00Z;4.05;-1.718;78.6;-8.04;1.068;-3.3;-2.777;-2.351;0.003;2.752;4.675;255.8;
6183;NAS2;2024-10-06T03:30:00Z;4.112;-1.612;77.14;-7.969;1.063;-3.332;-2.812;-2.375;0.003;3.197;4.518;260.7;
6184;NAS2;2024-10-06T04:00:00Z;4.137;-1.223;73.27;-7.474;1.041;-2.894;-2.325;-1.924;0.003;3.561;4.636;282.2;
6185;NAS2;2024-10-06T04:30:00Z;4.012;-1.096;70.24;-7.609;1.026;-2.963;-2.377;-1.981;0.003;3.42;4.753;286.8;
6186;NAS2;2024-10-06T05:00:00Z;3.813;-1.052;68.88;-7.934;1.019;-3.143;-2.501;-2.09;0.014;3.265;4.362;283.2;
6187;NAS2;2024-10-06T05:30:00Z;3.3;-1.089;67.04;-8.98;1.016;-3.815;-3.097;-2.671;1.604;2.091;3.775;282.9;
6188;NAS2;2024-10-06T06:00:00Z;4.2;-1.649;71.84;-11.22;1.025;-5.028;-3.829;-2.484;19.21;0.668;1.584;281.7;
6189;NAS2;2024-10-06T06:30:00Z;3.963;0.317;65.75;-12.16;1.005;-1.908;-0.107;0.443;50.11;0.23;1.154;308.2;
6190;NAS2;2024-10-06T07:00:00Z;3.912;1.815;60.2;-10.85;0.99;1.319;1.451;2.378;97.3;0.138;1.33;29.36;
6191;NAS2;2024-10-06T07:30:00Z;4.162;2.637;55.12;-7.67;1.029;2.373;3.379;3.11;153.1;1.013;3.677;236.6;
6192;NAS2;2024-10-06T08:00:00Z;4.4;2.223;56.44;-4.497;1.148;4.577;3.902;3.25;202.8;1.386;3.149;229.2;
6193;NAS2;2024-10-06T08:30:00Z;3.888;3.112;58.96;-2.791;1.209;6.155;4.547;3.391;248.1;1.126;2.875;124.4;
6194;NAS2;2024-10-06T09:00:00Z;3.425;3.783;60.97;-1.082;1.304;5.948;6.966;5.9;306.8;1.053;2.23;125.3;
6195;NAS2;2024-10-06T09:30:00Z;3.625;4.116;79.15;0.068;1.394;8.6;7.771;6.499;338.8;1.073;2.484;136.5;
6196;NAS2;2024-10-06T10:00:00Z;3.75;3.857;85.4;0.48;1.407;8.48;7.532;6.289;310.1;0.922;2.68;150.2;
6197;NAS2;2024-10-06T10:30:00Z;3.275;4.133;80.0;0.61;1.35;7.369;6.62;5.556;254.4;0.902;2.015;129.5;
6198;NAS2;2024-10-06T11:00:00Z;3.387;4.011;75.6;0.714;1.285;6.533;5.957;5.084;230.1;1.032;1.917;122.6;
6199;NAS2;2024-10-06T11:30:00Z;3.825;4.388;75.69;1.116;1.31;8.28;7.505;6.477;278.9;1.147;2.719;140.8;
6200;NEN1;2024-10-05T12:00:00Z;;1.381;92.0;;;;;;;0.43;2.581;154.5;22.63
6201;NEN1;2024-10-05T12:30:00Z;;0.947;97.3;;;;;;;0.472;2.64;241.1;29.64
6202;NEN1;2024-10-05T13:00:00Z;;1.597;95.8;;;;;;;0.605;2.757;248.2;27.04
6203;NEN1;2024-10-05T13:30:00Z;;1.74;93.0;;;;;;;0.787;2.973;246.7;24.17
6204;NEN1;2024-10-05T14:00:00Z;;1.541;92.0;;;;;;;1.515;3.129;250.3;15.46
6205;NEN1;2024-10-05T14:30:00Z;;1.633;91.2;;;;;;;1.667;3.422;260.5;20.01
6206;NEN1;2024-10-05T15:00:00Z;;1.58;94.8;;;;;;;1.989;3.657;258.9;14.52
