t-SNE1,t-SNE2,k_cluster,municipality,canton,date,alpine_region,elevation_group
-6.525768,1.1305699,4,Realp,UR,2013-12-26,Central Alps,2000
-5.732291,-1.1867273,2,Zermatt,VS,2013-12-26,Southern Alps,3000
-6.39645,0.8939791,4,St. Moritz,GR,2013-12-27,Eastern Alps,4000
-3.4854753,-2.513389,3,Klosters-Serneus,GR,2013-12-27,Eastern Alps,3000
-6.008053,0.37727863,4,Saas-Fee,VS,2013-12-27,Southern Alps,3000
-6.61614,1.228537,4,Safiental,GR,2013-12-27,Eastern Alps,3000
-3.7277637,-2.225614,3,Davos,GR,2013-12-27,Eastern Alps,3000
-3.8997927,-0.284863,3,Safiental,GR,2013-12-28,Eastern Alps,2000
-2.011465,-2.3597882,3,Klosters-Serneus,GR,2013-12-28,Eastern Alps,3000
-5.566472,-0.4093248,2,Bex,VD,2013-12-29,Western Alps,3000
-5.547883,-2.9366,2,Isérables,VS,2013-12-29,Southern Alps,3000
-5.1184444,-3.3037262,2,Ormont-Dessous,VD,2013-12-29,Western Alps,3000
-5.899691,-2.4066508,2,Adelboden,BE,2013-12-29,Western Alps,3000
-5.5473337,-2.9370341,2,Nendaz,VS,2013-12-29,Southern Alps,3000
-5.7624936,-0.9258857,2,Davos,GR,2013-12-30,Eastern Alps,3000
-4.9708796,-2.844283,2,Scuols,GR,2013-12-30,Eastern Alps,3000
-5.8252554,-0.3687124,2,Sils im Engadin/Segl,GR,2013-12-30,Eastern Alps,3000
-5.818698,-0.36873,2,Sils im Engadin/Segl,GR,2013-12-30,Eastern Alps,3000
-5.4779134,-2.847049,2,Hérémence,VS,2013-12-30,Southern Alps,3000
-5.213677,-1.8354318,2,Arosa,GR,2013-12-30,Eastern Alps,3000
-5.887386,-1.8512211,2,Grafschaft,VS,2013-12-30,Southern Alps,3000
-0.1818525,-3.469512,3,Lauterbrunnen,BE,2013-12-31,Western Alps,3000
-4.1985936,-3.2011485,2,Davos,GR,2013-12-31,Eastern Alps,3000
-4.0195036,-4.0100713,2,Davos,GR,2013-12-31,Eastern Alps,3000
-4.247672,-3.936986,2,Davos,GR,2013-12-31,Eastern Alps,3000
-3.3227196,-0.90608317,3,Nendaz,VS,2014-01-03,Southern Alps,3000
-5.012696,-0.9483872,2,Nendaz,VS,2014-01-05,Southern Alps,3000
-5.409306,0.41053715,4,Silvaplana,GR,2014-01-05,Eastern Alps,3000
-5.382299,1.2708949,1,Bedretto,TI,2014-01-05,Southern Alps,3000
-5.1499405,-0.91202176,2,Mont-Noble,VS,2014-01-05,Southern Alps,3000
-5.012362,-0.94809896,2,Nendaz,VS,2014-01-05,Southern Alps,3000
-4.9889817,-0.9278795,2,Mont-Noble,VS,2014-01-05,Southern Alps,3000
-5.0128894,-0.9485421,2,Nendaz,VS,2014-01-05,Southern Alps,3000
-4.3775516,-0.04959175,0,Simplon,VS,2014-01-05,Southern Alps,3000
-5.0143614,-0.9482638,2,Bagnes,VS,2014-01-05,Southern Alps,3000
0.10315924,0.79461235,3,Isérables,VS,2014-01-07,Southern Alps,3000
-1.1539046,-1.1480612,3,Bagnes,VS,2014-01-12,Southern Alps,3000
-2.0655413,1.6255544,3,Glarus,GL,2014-01-18,Eastern Alps,2000
-3.015675,-0.050342806,3,St. Antönien,GR,2014-01-18,Eastern Alps,3000
-2.0639784,1.6256099,3,Glarus,GL,2014-01-18,Eastern Alps,2000
-1.8627651,-0.7765809,0,Muotathal,SZ,2014-01-18,Central Alps,2000
-3.223627,0.29471654,0,Oberried am Brienzersee,BE,2014-01-18,Western Alps,2000
-4.7226667,0.8243188,0,Fully,VS,2014-01-19,Southern Alps,3000
-2.4654915,-2.3156724,3,Davos,GR,2014-01-19,Eastern Alps,3000
-4.6848736,-2.4319391,2,Bagnes,VS,2014-01-22,Southern Alps,3000
-4.8691072,-0.65558535,2,Bagnes,VS,2014-01-25,Southern Alps,4000
-4.3170347,0.9721761,0,Dalpe/Faido,TI,2014-01-25,Southern Alps,3000
-5.7373013,-1.5938576,2,Vals,GR,2014-01-25,Eastern Alps,3000
-4.329047,1.0950491,0,Anzonico,TI,2014-01-25,Southern Alps,3000
-4.329736,1.0944793,0,Acquarossa,TI,2014-01-25,Southern Alps,3000
-4.722605,-1.0693558,0,Hospental,UR,2014-01-25,Central Alps,3000
-6.2760143,-0.21434087,2,Mesocco,GR,2014-01-25,Eastern Alps,3000
-3.8881242,0.2543965,0,Tavetsch/Tujetsch,GR,2014-01-26,Eastern Alps,3000
-4.480173,0.96372956,0,Bedretto,TI,2014-01-26,Southern Alps,3000
-3.9437907,-0.041683808,0,Val-de-Charmey,FR,2014-01-26,Western Alps,2000
-4.163073,0.46150514,0,Bedretto,TI,2014-01-26,Southern Alps,3000
-3.9605742,0.121107735,0,Chalais,VS,2014-01-26,Southern Alps,3000
-5.5294356,1.0311834,4,Leytron,VS,2014-01-27,Southern Alps,2000
-5.4584055,-1.6844411,2,Davos,GR,2014-01-27,Eastern Alps,3000
-5.7509565,-1.9201804,2,Lauterbrunnen,BE,2014-01-28,Western Alps,3000
-5.93457,-2.7779164,2,Klosters-Serneus,GR,2014-01-28,Eastern Alps,3000
-4.3878927,-1.2048248,2,Grindelwald,BE,2014-01-29,Western Alps,3000
-3.5550675,-0.45277128,3,Boltigen,BE,2014-01-30,Western Alps,2000
-4.6195054,0.17819877,0,Ried-Brig,VS,2014-02-01,Southern Alps,2000
-4.743887,0.80766124,0,Tavetsch/Tujetsch,GR,2014-02-01,Eastern Alps,3000
-5.6373076,1.021257,4,Binn,VS,2014-02-03,Southern Alps,3000
-5.6584544,1.4556987,4,Nufenen,GR,2014-02-03,Eastern Alps,3000
-5.470796,1.5947378,0,Vals / Nufenen,GR,2014-02-08,Eastern Alps,3000
-5.4743443,0.972653,0,Martigny-Combe,VS,2014-02-09,Southern Alps,3000
-4.3899636,0.059072655,0,Falera,GR,2014-02-14,Eastern Alps,3000
-4.3900094,0.0594461,0,Falera,GR,2014-02-14,Eastern Alps,3000
-4.514069,1.7325668,0,Bovernier,VS,2014-02-15,Southern Alps,3000
-4.9627542,-0.043195494,2,Ilanz/Glion,GR,2014-02-17,Eastern Alps,2000
-5.6942897,0.7306062,2,Zermatt,VS,2014-02-17,Southern Alps,3000
-5.4010267,-0.2626927,2,Nendaz,VS,2014-02-17,Southern Alps,3000
-3.2406182,0.98853797,3,Anniviers,VS,2014-02-18,Southern Alps,3000
-5.958378,0.4659636,2,Klosters-Serneus,GR,2014-02-22,Eastern Alps,3000
-5.9868975,-0.49044555,2,Davos,GR,2014-02-22,Eastern Alps,3000
-5.0416265,2.2527635,1,Blenio,TI,2014-02-23,Southern Alps,3000
-4.416755,0.058086373,2,Wassen,UR,2014-02-23,Central Alps,3000
-4.852036,0.52821934,2,Anniviers,VS,2014-02-23,Southern Alps,3000
-4.8134904,1.6221877,1,Bürglen (UR),UR,2014-02-23,Central Alps,3000
-4.7274976,-1.5645405,2,Davos,GR,2014-02-25,Eastern Alps,3000
-4.5205045,1.087428,2,Val d’Illiez,VS,2014-03-06,Southern Alps,3000
-2.4329672,2.18638,3,Naters,VS,2014-03-14,Southern Alps,3000
-4.2457805,3.6609454,1,Bedretto,TI,2014-03-16,Southern Alps,3000
-3.3412938,0.8433028,0,Tavetsch/Tujetsch,GR,2014-03-16,Eastern Alps,3000
-1.4447681,3.0394804,3,Täsch,VS,2014-03-17,Southern Alps,4000
-1.1234803,1.5757107,3,Riddes,VS,2014-03-19,Southern Alps,3000
-5.846026,0.5229161,2,Binn,VS,2014-03-23,Southern Alps,3000
-5.38999,3.727736,1,Bex,VD,2014-03-29,Western Alps,2000
-3.0514014,1.407164,0,Schächental,UR,2014-03-29,Central Alps,2000
-4.185717,4.030036,1,Bex,VD,2014-03-29,Western Alps,3000
-4.861078,-0.4181571,2,Turtmann Unterems,VS,2014-04-28,Southern Alps,3000
-4.293082,1.6407665,3,Ormont-Dessus,VD,2014-04-29,Western Alps,3000
-3.6058044,1.336926,3,Fieschertal,VS,2014-05-03,Southern Alps,4000
-3.910547,1.8464979,1,Pontresina / -,GR,2014-05-04,Eastern Alps,4000
-3.9005728,1.1829758,3,Adelboden,BE,2014-05-04,Western Alps,3000
-2.8377037,2.8058062,3,Saas-Fee,VS,2014-05-09,Southern Alps,4000
-1.8972652,2.6626673,3,Bergün/Bravuogn,GR,2014-05-18,Eastern Alps,4000
1.375863,1.0221217,3,Fieschertal,VS,2014-05-18,Southern Alps,5000
3.0990624,0.60432005,3,Zermatt,VS,2014-06-21,Southern Alps,5000
4.0868406,1.662843,3,Zermatt,VS,2014-07-19,Southern Alps,4000
2.0943127,1.5015978,3,Bourg-Saint-Pierre,VS,2014-07-19,Southern Alps,4000
3.4746244,2.9181786,3,Anniviers,VS,2014-07-19,Southern Alps,4000
4.311779,-4.9468875,3,Zermatt,VS,2014-08-04,Southern Alps,4000
1.6581895,-2.9577572,3,Pontresina,GR,2014-10-12,Eastern Alps,4000
-2.3165548,-0.80514395,0,Mels,SG,2014-11-08,Eastern Alps,3000
-1.5473202,-2.8897889,3,Engelberg,OW,2014-11-16,Central Alps,3000
0.96393305,2.486714,3,Andermatt,UR,2014-11-23,Central Alps,2000
-5.2178326,-0.18344064,0,Simplon,VS,2014-12-08,Southern Alps,4000
-2.6028054,-1.7822564,3,Splügen,GR,2014-12-13,Eastern Alps,3000
-5.6157,2.187838,1,Ried-Brig,VS,2014-12-13,Southern Alps,3000
-1.8102314,-4.1825323,3,Gsteig,BE,2014-12-14,Western Alps,3000
-4.1974473,2.3973427,0,Simplon,VS,2014-12-19,Southern Alps,3000
-2.787806,-1.5366979,3,Davos,GR,2014-12-19,Eastern Alps,3000
-3.4957242,-1.015368,0,Mels,SG,2014-12-20,Eastern Alps,3000
-4.0183325,0.9150469,0,Bedretto,TI,2014-12-20,Southern Alps,3000
-3.3182156,-0.50480837,0,Disentis/Mustér,GR,2014-12-20,Eastern Alps,3000
-4.20294,1.6775397,0,Ried-Brig,VS,2014-12-21,Southern Alps,3000
-6.3779883,0.98798746,4,Lens,VS,2014-12-28,Southern Alps,2000
-5.931179,-2.285953,2,Valsot,GR,2014-12-28,Eastern Alps,3000
-4.7332063,0.06259737,0,Binn,VS,2014-12-30,Southern Alps,3000
-5.049285,-0.66259176,0,Bivio,GR,2014-12-31,Eastern Alps,3000
-4.959276,-1.9594078,0,Celerina/Schlarigna,GR,2014-12-31,Eastern Alps,3000
-4.546034,-1.0357496,0,Zuoz / Madulain (?),GR,2014-12-31,Eastern Alps,3000
-5.490833,-1.7887759,2,Davos,GR,2014-12-31,Eastern Alps,3000
-4.911234,-0.4512203,0,Tavetsch/Tujetsch,GR,2014-12-31,Eastern Alps,3000
-1.187877,-0.29274112,3,Pontresina,GR,2015-01-01,Eastern Alps,3000
-1.368855,0.5306672,3,Disentis/Mustér,GR,2015-01-01,Eastern Alps,2000
-1.367572,0.5315903,3,Disentis/Mustér,GR,2015-01-01,Eastern Alps,3000
-1.2354604,-0.07509737,3,Arosa,GR,2015-01-02,Eastern Alps,3000
-2.95303,0.16601938,0,St. Moritz,GR,2015-01-03,Eastern Alps,3000
-3.7133534,-0.16683264,0,Valsot,GR,2015-01-04,Eastern Alps,3000
-4.0213547,-0.6065311,0,Anniviers,VS,2015-01-04,Southern Alps,3000
-5.2303467,-0.3353364,2,Laax,GR,2015-01-05,Eastern Alps,3000
-4.7702622,-0.8696083,2,Kandersteg,BE,2015-01-05,Western Alps,3000
-4.2097588,-1.3715923,2,Bivio,GR,2015-01-06,Eastern Alps,4000
-1.9006531,-2.1432908,3,St. Antönien,GR,2015-01-06,Eastern Alps,3000
-2.9730508,1.729166,0,Bedretto,TI,2015-01-10,Southern Alps,3000
-0.84269214,-1.1104984,3,Safiental,GR,2015-01-10,Eastern Alps,3000
-6.2324996,1.1338217,4,Unterschächen,UR,2015-01-18,Central Alps,3000
-5.927406,-1.8585906,2,Nendaz,VS,2015-01-18,Southern Alps,3000
-6.5743966,1.0365235,4,St. Moritz,GR,2015-01-18,Eastern Alps,3000
-6.328595,1.3125136,4,Riemenstalden,SZ,2015-01-18,Central Alps,2000
-6.0224743,-1.9580557,2,Nendaz,VS,2015-01-18,Southern Alps,3000
-6.051156,-1.6344194,2,Evolène,VS,2015-01-19,Southern Alps,3000
-5.4947534,-2.297409,2,St. Antönien,GR,2015-01-20,Eastern Alps,3000
-6.442774,-0.63034827,2,Pontresina,GR,2015-01-20,Eastern Alps,3000
-6.351616,-0.48552734,2,St. Moritz,GR,2015-01-23,Eastern Alps,3000
-6.0703263,-2.0872142,2,Davos,GR,2015-01-25,Eastern Alps,3000
-4.442052,0.11708031,0,Amden,SG,2015-01-29,Eastern Alps,2000
-4.1924453,-0.90522784,0,Riddes,VS,2015-01-29,Southern Alps,3000
-5.2207694,-0.347214,0,Adelboden,BE,2015-01-30,Western Alps,2000
-4.4610863,-0.84471864,0,Val-d’Illiez,VS,2015-01-30,Southern Alps,2000
-5.78234,-1.458635,2,Seewis im Prättigau,GR,2015-01-31,Eastern Alps,3000
-5.87474,-0.92275655,2,Riddes,VS,2015-01-31,Southern Alps,3000
-5.356976,-0.32276756,0,Lauterbrunnen,BE,2015-01-31,Western Alps,3000
-5.9586883,-0.12062463,4,Adelboden,BE,2015-01-31,Western Alps,2000
-6.4775643,0.96901304,4,Ormont-Dessous,VD,2015-01-31,Western Alps,2000
-6.54302,-0.99271786,2,St. Moritz,GR,2015-01-31,Eastern Alps,3000
-6.140747,-1.1384047,2,Nendaz,VS,2015-02-02,Southern Alps,3000
-6.19251,-0.49561253,2,Disentis/Mustér,GR,2015-02-02,Eastern Alps,2000
-6.4887047,-1.7681726,2,Anniviers,VS,2015-02-03,Southern Alps,3000
-6.1895924,-0.7913874,2,Klosters-Serneus,GR,2015-02-03,Eastern Alps,3000
-6.12247,0.8499272,4,Kerns,OW,2015-02-03,Central Alps,3000
-4.3395367,2.079835,1,Conthey,VS,2015-02-07,Southern Alps,3000
-4.7033744,-1.622773,0,Staldenried,VS,2015-02-08,Southern Alps,3000
-3.4605803,-0.6843253,3,Samnaun,GR,2015-02-10,Eastern Alps,3000
-3.546197,0.4080184,0,Val Müstair,GR,2015-02-10,Eastern Alps,3000
-2.0215511,-0.7985981,3,Valsot,GR,2015-02-10,Eastern Alps,3000
-1.5000612,0.082884036,3,Arosa,GR,2015-02-11,Eastern Alps,3000
-4.6947694,2.7936537,1,Riemenstalden,SZ,2015-02-14,Central Alps,2000
-4.0350566,-0.8747152,0,Diemtigen,BE,2015-02-21,Western Alps,3000
-6.2295485,2.7274978,4,Bedretto,TI,2015-02-23,Southern Alps,3000
-5.9523554,0.3662752,2,Pontresina,GR,2015-02-26,Eastern Alps,3000
-6.067478,0.8617092,2,Disentis/Mustér,GR,2015-02-26,Eastern Alps,2000
-5.8821282,-2.0808883,2,Bourg-Saint-Pierre,VS,2015-02-28,Southern Alps,3000
-4.43999,-0.26154613,2,Haut-Intyamon,FR,2015-02-28,Western Alps,2000
-5.0987697,2.3863847,1,Vals,GR,2015-03-01,Eastern Alps,3000
-5.9535923,0.11791274,2,Bergün/Bravuogn,GR,2015-03-01,Eastern Alps,3000
-5.453359,0.34676027,4,Davos,GR,2015-03-03,Eastern Alps,3000
-5.4614525,0.44270045,4,Samnaun,GR,2015-03-03,Eastern Alps,3000
-5.5564823,0.8473024,4,Evolène,VS,2015-03-05,Southern Alps,3000
-4.5701385,1.9711331,1,Ormont-Dessus,VD,2015-03-06,Western Alps,3000
-5.4175363,-0.27512884,2,Arosa,GR,2015-03-06,Eastern Alps,3000
-4.63838,2.147114,0,Fully,VS,2015-03-06,Southern Alps,3000
-4.2312126,1.5397022,1,Mont-Noble,VS,2015-03-06,Southern Alps,3000
-5.6814365,-1.3818568,2,Davos,GR,2015-03-06,Eastern Alps,3000
-4.1074786,1.4176968,1,Grindelwald,BE,2015-03-06,Western Alps,3000
-5.0523753,-0.9227409,2,Davos,GR,2015-03-11,Eastern Alps,3000
-5.400574,-0.7666413,2,Samnaun,GR,2015-03-11,Eastern Alps,3000
-4.736326,0.8384406,0,Adelboden,BE,2015-03-15,Western Alps,3000
-4.1004186,1.6931992,0,Engelberg,OW,2015-03-15,Central Alps,2000
-4.0577803,1.1760486,0,Innertkirchen,BE,2015-03-22,Western Alps,3000
-5.969827,-0.07535065,2,Evolène,VS,2015-03-27,Southern Alps,4000
-4.131232,2.7013137,1,Wassen,UR,2015-03-28,Central Alps,3000
-4.133086,2.7021134,1,Wassen,UR,2015-03-28,Central Alps,3000
-3.9993677,3.7999191,1,Faido,TI,2015-03-29,Southern Alps,3000
-4.9372606,4.521155,1,Cevio,TI,2015-03-29,Southern Alps,3000
-4.097656,1.0101352,0,Randogne,VS,2015-03-30,Southern Alps,3000
-3.9965649,1.396071,3,Bagnes,VS,2015-04-03,Southern Alps,4000
-5.8193865,0.91490704,4,Davos,GR,2015-04-03,Eastern Alps,3000
-5.9270673,1.2708421,4,Davos,GR,2015-04-03,Eastern Alps,3000
-4.7852626,1.8673861,1,Davos,GR,2015-04-04,Eastern Alps,3000
-5.842447,0.06791607,2,Hasliberg,BE,2015-04-05,Western Alps,3000
-6.0870085,1.717831,1,Mont-Noble,VS,2015-04-06,Southern Alps,3000
-6.0087957,1.8029445,1,Mont-Noble,VS,2015-04-06,Southern Alps,3000
-5.733172,0.45054078,0,Davos,GR,2015-04-06,Eastern Alps,3000
-5.643899,1.8517938,4,Adelboden,BE,2015-04-06,Western Alps,3000
-5.9582562,0.13827173,2,Avers,GR,2015-04-07,Eastern Alps,3000
-4.622237,1.2885925,0,St. Stephan,BE,2015-04-07,Western Alps,3000
-6.248594,0.059367113,2,Bever,GR,2015-04-07,Eastern Alps,3000
-4.1023893,2.17641,1,Davos,GR,2015-04-08,Eastern Alps,3000
-1.9170494,1.8032459,3,Samedan,GR,2015-04-11,Eastern Alps,3000
-3.3232472,2.518487,3,Mont-Noble,VS,2015-04-12,Southern Alps,3000
-1.5693046,3.0267406,3,Lauterbrunnen,BE,2015-04-19,Western Alps,3000
-2.2179902,4.621394,3,Mels,SG,2015-04-24,Eastern Alps,3000
-3.2508123,-0.25073856,3,Bourg-Saint-Pierre,VS,2015-04-29,Southern Alps,4000
6.4337506,5.2843122,3,Saas-Fee,VS,2015-08-29,Southern Alps,4000
0.36213163,-4.4101896,3,Saas-Fee,VS,2015-10-04,Southern Alps,4000
3.830269,-3.601971,3,Poschiavo,GR,2015-10-24,Eastern Alps,4000
-3.3690033,-4.114979,3,Engelberg,OW,2015-11-25,Central Alps,3000
-2.2243397,-1.7407664,3,Adelboden,BE,2015-12-30,Western Alps,3000
-1.7462852,-2.9174461,3,Adelboden,BE,2015-12-31,Western Alps,3000
-4.4261246,-3.4202764,2,Nendaz,VS,2016-01-03,Southern Alps,4000
-3.5525432,-1.7792618,0,Laax,GR,2016-01-03,Eastern Alps,3000
-3.9805818,-2.716493,2,Klosters-Serneus,GR,2016-01-04,Eastern Alps,3000
-5.778568,0.023462664,4,Nendaz,VS,2016-01-05,Southern Alps,3000
-3.499295,-2.8522258,3,Lauterbrunnen,BE,2016-01-05,Western Alps,3000
-5.8243604,-3.0114872,2,Zermatt,VS,2016-01-05,Southern Alps,4000
-5.0081406,-4.2563457,2,Davos,GR,2016-01-06,Eastern Alps,3000
-4.2953396,-3.2209256,2,Diemtigen,BE,2016-01-06,Western Alps,3000
-3.420167,-1.3116564,0,Ormont-Dessous,VD,2016-01-07,Western Alps,3000
-1.3863635,-3.1067154,3,Arosa,GR,2016-01-09,Eastern Alps,3000
-2.7977698,-2.7971199,3,Ried-Brig,VS,2016-01-09,Southern Alps,3000
-4.11151,-0.38199216,0,Bagnes,VS,2016-01-10,Southern Alps,3000
-5.168045,0.2618381,4,Kandersteg,BE,2016-01-10,Western Alps,3000
-3.8518784,-1.3054863,3,Anniviers,VS,2016-01-10,Southern Alps,3000
-4.571734,-1.2149286,0,St. Moritz,GR,2016-01-13,Eastern Alps,3000
-5.4464746,-1.5800409,0,Tavetsch/Tujetsch,GR,2016-01-15,Eastern Alps,2000
-6.020536,-0.7244627,2,Nendaz,VS,2016-01-15,Southern Alps,3000
-5.898171,-2.009195,2,Davos,GR,2016-01-16,Eastern Alps,3000
-5.9053316,-1.9864165,2,Klosters-Serneus,GR,2016-01-16,Eastern Alps,3000
-5.7040987,-1.4476373,2,Vilters-Wangs,SG,2016-01-16,Eastern Alps,3000
-6.308392,-1.1389204,2,Saxon,VS,2016-01-16,Southern Alps,3000
-4.799583,2.3407173,1,Bex,VD,2016-01-22,Western Alps,3000
-1.9298928,2.466715,3,Aeschi bei Spiez,BE,2016-01-24,Western Alps,3000
-1.8873891,1.2995548,3,Anniviers,VS,2016-01-24,Southern Alps,3000
-3.2306142,-0.98341095,0,Davos,GR,2016-01-30,Eastern Alps,3000
-2.9330807,-0.99106807,0,Davos,GR,2016-01-30,Eastern Alps,3000
-5.9501724,1.1985273,4,Engelberg,OW,2016-02-05,Central Alps,3000
-3.796509,0.52498084,3,Nendaz,VS,2016-02-05,Southern Alps,4000
-4.901064,0.45025307,0,Zermatt,VS,2016-02-06,Southern Alps,3000
-4.188144,0.96432424,0,Anniviers,VS,2016-02-07,Southern Alps,3000
-3.5786214,0.36134267,0,Riddes,VS,2016-02-08,Southern Alps,3000
-3.7444916,0.45023954,0,Frutigen,BE,2016-02-13,Western Alps,3000
-3.426902,0.03363571,0,Val-d’Illiez,VS,2016-02-13,Southern Alps,2000
-4.4146442,1.0555236,0,Lungern,OW,2016-02-13,Central Alps,3000
-5.9855285,3.5277386,1,Fully,VS,2016-02-16,Southern Alps,3000
-6.037614,-1.1870191,2,Zuoz,GR,2016-02-17,Eastern Alps,3000
-5.389805,-1.5753037,2,Bever,GR,2016-02-18,Eastern Alps,4000
-4.9513555,1.4241986,1,Ormont-Dessous,VD,2016-02-20,Western Alps,3000
-5.532963,-0.16980301,2,Bedretto,TI,2016-02-20,Southern Alps,3000
-4.3922276,0.41930577,0,Diemtigen,BE,2016-02-20,Western Alps,3000
-1.564452,-0.105235875,0,Surses,GR,2016-02-21,Eastern Alps,3000
0.63453627,0.42984095,3,Safiental,GR,2016-02-21,Eastern Alps,3000
-2.3712752,1.0982016,0,Bedretto,TI,2016-02-21,Southern Alps,3000
-1.9040356,1.1682223,3,Saas-Almagell,VS,2016-02-21,Southern Alps,3000
-5.0037265,2.9609067,1,Leukerbad,VS,2016-02-21,Southern Alps,3000
-3.1105638,0.85335004,0,Luzein,GR,2016-02-21,Eastern Alps,3000
-1.6170713,-0.5209532,3,Davos,GR,2016-02-21,Eastern Alps,3000
-1.4548539,1.2082144,3,Bourg-Saint-Pierre,VS,2016-02-21,Southern Alps,4000
-0.91241133,-0.1214009,3,Surses,GR,2016-02-22,Eastern Alps,3000
-5.082105,-1.1155201,2,Realp,UR,2016-02-24,Central Alps,3000
-3.5170143,0.7043347,0,Adelboden,BE,2016-02-27,Western Alps,3000
-4.5150714,1.6910214,0,Lenk,BE,2016-02-27,Western Alps,2000
-4.9752283,2.8822846,1,Muotathal,SZ,2016-02-27,Central Alps,2000
-4.3145976,1.6129345,0,Engelberg,OW,2016-02-27,Central Alps,2000
-4.315031,1.6134088,0,Engelberg,OW,2016-02-27,Central Alps,2000
-4.0065403,2.1240132,1,Oberiberg,SZ,2016-02-27,Central Alps,3000
-5.6688633,0.65645707,0,Evolène,VS,2016-02-27,Southern Alps,3000
-4.3321133,1.6171429,0,Wolfenschiessen,NW,2016-02-27,Central Alps,3000
-4.290106,1.3119962,0,Flühli,LU,2016-02-27,Central Alps,2000
-4.3145976,1.6129345,0,Engelberg,OW,2016-02-27,Central Alps,2000
-4.2908845,1.3120279,0,Giswil,OW,2016-02-27,Central Alps,2000
-5.573812,0.7132561,2,Nendaz,VS,2016-02-27,Southern Alps,3000
-5.3365583,2.2286615,1,Evionnaz,VS,2016-02-27,Southern Alps,3000
-3.749378,-0.63399,0,Davos,GR,2016-02-28,Eastern Alps,3000
-3.766036,1.6803533,0,Glarus Süd,GL,2016-02-28,Eastern Alps,3000
-4.8903565,2.2905085,1,Sisikon,UR,2016-03-02,Central Alps,2000
-4.9194546,1.1507888,0,Wolfenschiessen,NW,2016-03-03,Central Alps,3000
-5.8601127,0.7200918,4,Vex,VS,2016-03-04,Southern Alps,3000
-5.26477,1.6542705,4,Engelberg,OW,2016-03-04,Central Alps,2000
-5.8217597,2.068282,1,Ormont-Dessous,VD,2016-03-05,Western Alps,2000
-4.078458,-1.6973675,2,Safiental,GR,2016-03-05,Eastern Alps,3000
-3.7026675,-1.7487959,0,Safiental,GR,2016-03-05,Eastern Alps,3000
-6.4513516,-0.39914802,2,Evolène,VS,2016-03-06,Southern Alps,3000
-5.966029,-0.31970885,2,Davos,GR,2016-03-06,Eastern Alps,2000
-5.9908996,-0.25960127,2,Silvaplana,GR,2016-03-06,Eastern Alps,3000
-6.0917463,0.31186658,4,St. Moritz,GR,2016-03-06,Eastern Alps,3000
-6.1852345,0.7036843,4,Andermatt,UR,2016-03-06,Central Alps,3000
-6.201539,-0.6503958,2,Surses,GR,2016-03-07,Eastern Alps,3000
-5.441048,1.4192728,2,Evolène,VS,2016-03-12,Southern Alps,4000
-5.1198754,0.18374762,2,Davos,GR,2016-03-12,Eastern Alps,3000
-4.657659,0.1593094,2,Klosters-Serneus,GR,2016-03-13,Eastern Alps,2000
-4.906637,3.0523803,1,Unterschächen,UR,2016-03-17,Central Alps,3000
-5.7352967,3.0025172,1,Martigny-Combe,VS,2016-03-17,Southern Alps,3000
-2.1138654,1.3602724,3,Luzein,GR,2016-03-20,Eastern Alps,3000
-2.8705077,3.5640166,1,Oberiberg,SZ,2016-03-26,Central Alps,3000
-3.6351218,2.5015113,1,Ilanz/Glion,GR,2016-03-26,Eastern Alps,3000
-3.858429,0.10508016,0,Bergün/Bravuogn,GR,2016-03-26,Eastern Alps,4000
-4.371047,1.9227581,0,Simplon,VS,2016-03-26,Southern Alps,3000
-3.6377192,0.19869769,0,Arosa,GR,2016-03-26,Eastern Alps,3000
-3.3842936,2.2707608,3,Obergoms,VS,2016-03-27,Southern Alps,3000
-1.8070089,-0.43919027,3,Davos,GR,2016-03-27,Eastern Alps,3000
-4.2572827,0.8742617,0,Bagnes,VS,2016-03-28,Southern Alps,3000
-3.7898622,2.6189146,1,Glarus Süd,GL,2016-03-28,Eastern Alps,3000
-3.51206,0.2658862,3,Bergün/Bravuogn,GR,2016-03-28,Eastern Alps,3000
-5.1833496,2.2333398,1,Ried-Brig,VS,2016-04-09,Southern Alps,3000
-4.693879,1.0719637,2,Visperterminen,VS,2016-04-09,Southern Alps,3000
-4.056559,2.2283742,1,Obergoms,VS,2016-04-10,Southern Alps,3000
-3.63624,2.140709,3,Bedretto,TI,2016-04-14,Southern Alps,3000
-2.4994085,1.1509389,0,Anniviers,VS,2016-04-16,Southern Alps,3000
-3.1030474,1.1879781,0,Glarus Süd,GL,2016-04-16,Eastern Alps,3000
-3.0423856,1.8972423,3,Fieschertal,VS,2016-04-17,Southern Alps,4000
-5.7206335,1.060038,1,Evolène,VS,2016-04-18,Southern Alps,3000
-5.053212,1.8683584,1,Simplon,VS,2016-04-26,Southern Alps,3000
-3.5530894,1.5568156,3,Naters,VS,2016-04-29,Southern Alps,4000
-3.4002774,1.9509045,3,Mels,SG,2016-04-30,Eastern Alps,3000
-3.7255442,2.286581,1,Flims,GR,2016-05-05,Eastern Alps,3000
0.9814437,2.3695412,3,Airolo,TI,2016-05-21,Southern Alps,3000
0.32074913,3.3445537,3,Innertkirchen,BE,2016-05-21,Western Alps,4000
-0.7589386,0.025587108,3,Zermatt,VS,2016-06-04,Southern Alps,4000
2.0002732,1.5965111,3,Baltschieder,VS,2016-07-04,Southern Alps,4000
