t-SNE1,t-SNE2,k_cluster,municipality,canton,date,alpine_region,elevation_group
-5.149615,0.27315298,0,Bourg-Saint-Pierre,VS,2007-04-04,Southern Alps,4000
-1.2827024,2.7865696,3,Anniviers,VS,2007-04-06,Southern Alps,3000
-0.07259193,-0.1389255,3,Davos,GR,2007-04-07,Eastern Alps,3000
-0.394682,1.233333,3,Davos,GR,2007-04-07,Eastern Alps,3000
-1.1585492,0.083147146,3,Davos,GR,2007-04-09,Eastern Alps,3000
0.28383556,2.7659237,3,Klosters-Serneus,GR,2007-04-12,Eastern Alps,3000
1.1503942,-0.04378882,3,Bivio,GR,2007-04-22,Eastern Alps,3000
-4.6147184,2.0474086,1,Blatten,VS,2007-05-08,Southern Alps,3000
-3.4534924,-0.2226732,0,Zermatt,VS,2007-05-17,Southern Alps,3000
-4.228337,-0.7907135,0,Zermatt,VS,2007-05-28,Southern Alps,3000
4.043227,-3.174504,3,Lauterbrunnen,BE,2007-07-12,Western Alps,4000
5.4191365,-2.537911,3,Samedan,GR,2007-08-11,Eastern Alps,4000
-1.307939,-2.1947644,3,Langwies,GR,2007-11-29,Eastern Alps,3000
-2.3697035,-2.598119,3,Davos,GR,2007-12-01,Eastern Alps,3000
-5.653447,0.13300355,4,Leytron,VS,2007-12-08,Southern Alps,3000
-4.9558268,-1.562165,2,Andermatt,UR,2007-12-14,Central Alps,3000
-2.450188,-0.5432745,3,Davos,GR,2007-12-21,Eastern Alps,3000
-3.9811215,2.8021636,1,Bürglen (UR),SZ,2007-12-22,Central Alps,2000
-2.9272006,-2.1085474,3,Mels,SG,2007-12-22,Eastern Alps,3000
-6.1742425,-2.1688185,2,Tavetsch/Tujetsch,GR,2008-01-03,Eastern Alps,3000
-4.006887,0.13769421,0,Evolène,VS,2008-01-04,Southern Alps,3000
-3.7802074,1.5082903,0,Muotathal,SZ,2008-01-04,Central Alps,2000
-3.7739162,-0.26834092,3,Klosters-Serneus,GR,2008-01-04,Eastern Alps,3000
-1.777572,-0.4720051,0,Oberiberg,SZ,2008-01-04,Central Alps,2000
-4.5678906,-1.1147468,0,Liddes,VS,2008-01-04,Southern Alps,3000
-3.4776525,1.0996873,0,Schwanden (GL),GL,2008-01-04,Eastern Alps,2000
-3.2822287,0.14524171,0,Grimentz,VS,2008-01-11,Southern Alps,3000
-4.3368244,-0.60767686,2,Davos,GR,2008-01-13,Eastern Alps,3000
-4.53495,0.050158434,2,Klosters-Serneus,GR,2008-01-13,Eastern Alps,3000
-5.239774,0.52052826,4,Adelboden,BE,2008-01-13,Western Alps,3000
-6.0693793,0.40781736,4,Pontresina,GR,2008-01-13,Eastern Alps,3000
-6.068058,0.7202237,4,Disentis/Mustér,GR,2008-01-13,Eastern Alps,3000
-5.412858,-2.0531025,2,Bourg-Saint-Pierre,VS,2008-01-13,Southern Alps,3000
-4.5096626,-0.8846468,2,Davos,GR,2008-01-13,Eastern Alps,3000
-4.7231746,-0.52501804,2,Davos,GR,2008-01-13,Eastern Alps,3000
-6.3105135,0.7802531,4,Zermatt,VS,2008-01-13,Southern Alps,3000
-4.706107,-0.657175,2,Davos,GR,2008-01-13,Eastern Alps,3000
-6.3033357,0.7807292,4,Zermatt,VS,2008-01-13,Southern Alps,3000
-4.3593073,-0.52121633,2,Klosters-Serneus,GR,2008-01-14,Eastern Alps,3000
-5.518612,-0.57769346,2,Zermatt,VS,2008-01-15,Southern Alps,3000
-5.2593246,-0.68774486,0,Zermatt,VS,2008-01-17,Southern Alps,3000
-4.605077,-0.19169712,2,Vals,GR,2008-01-18,Eastern Alps,3000
-0.5564167,-0.26153883,3,Silvaplana,GR,2008-01-19,Eastern Alps,3000
-1.7413627,1.0706693,3,Fideris,GR,2008-01-19,Eastern Alps,3000
-2.9001796,0.6975903,0,Zermatt,VS,2008-01-19,Southern Alps,4000
-0.89983654,0.6020433,3,Celerina/Schlarigna,GR,2008-01-21,Eastern Alps,3000
-4.2822647,0.46519363,3,Bagnes,VS,2008-01-25,Southern Alps,4000
-5.3668957,-2.3616827,2,Tschierv,GR,2008-01-31,Eastern Alps,3000
-5.357257,-1.4801886,2,Andermatt,UR,2008-02-03,Central Alps,3000
-4.857738,2.1124732,1,Amden,SG,2008-02-03,Eastern Alps,2000
-4.86212,-0.53431916,0,Langwies,GR,2008-02-07,Eastern Alps,3000
-1.4133705,1.5436116,3,Lauterbrunnen,BE,2008-02-08,Western Alps,3000
-4.621838,-0.90125465,2,Davos,GR,2008-02-08,Eastern Alps,3000
-1.0495459,0.9355166,3,Grimentz,VS,2008-02-09,Southern Alps,3000
-3.960162,-0.06170322,3,Davos,GR,2008-02-11,Eastern Alps,3000
-4.95202,-1.4410685,2,Davos,GR,2008-02-13,Eastern Alps,3000
-2.2171588,3.5321255,3,Jaun,FR,2008-02-17,Western Alps,3000
-2.0121286,-1.1421412,3,Mesocco,GR,2008-02-23,Eastern Alps,3000
-2.6428163,4.491772,1,Gampel-Bratsch / Ferden,VS,2008-02-24,Southern Alps,3000
-3.3314211,0.42733967,0,Tschierv,GR,2008-03-02,Eastern Alps,3000
-3.2141864,1.1146458,0,Bedretto,TI,2008-03-02,Southern Alps,3000
-3.2149441,1.1148646,0,Bedretto,TI,2008-03-02,Southern Alps,3000
-3.8953795,0.050256576,0,Susch,GR,2008-03-02,Eastern Alps,3000
-4.9681635,-0.13082425,2,Davos,GR,2008-03-08,Eastern Alps,3000
-3.1657684,0.23196492,3,Langwies,GR,2008-03-10,Eastern Alps,3000
-4.9984155,0.38994208,4,Ayer,VS,2008-03-13,Southern Alps,3000
-1.669363,1.6248928,3,Grimentz,VS,2008-03-15,Southern Alps,3000
-3.40939,2.1623123,1,Evolène,VS,2008-03-15,Southern Alps,3000
-4.6509447,1.0960417,0,Susch,GR,2008-03-16,Eastern Alps,3000
-5.7795053,0.2685809,2,Davos,GR,2008-03-18,Eastern Alps,3000
-6.1157503,-1.4048835,2,Bergün/Bravuogn,GR,2008-03-18,Eastern Alps,4000
-5.931893,1.3621935,4,Grône / Chalais,VS,2008-03-18,Southern Alps,3000
-5.765599,-1.130428,2,Tschierv,GR,2008-03-19,Eastern Alps,3000
-6.431809,-0.9320034,2,Ayer,VS,2008-03-20,Southern Alps,3000
-6.609612,1.9358624,4,Luchsingen,GL,2008-03-22,Eastern Alps,2000
-5.737314,-0.06866609,2,Zweisimmen,BE,2008-03-22,Western Alps,2000
-5.500132,-0.07692202,2,Montreux,VD,2008-03-22,Western Alps,2000
-6.04516,1.8044065,1,Lungern,OW,2008-03-22,Central Alps,2000
-6.2896667,1.1133883,4,Diemtigen,BE,2008-03-22,Western Alps,2000
-5.5483108,0.92992336,0,Bagnes,VS,2008-03-25,Southern Alps,4000
-4.294061,2.0182831,1,Davos,GR,2008-03-29,Eastern Alps,3000
-5.008347,1.9897683,1,Poschiavo,GR,2008-03-29,Eastern Alps,4000
-3.8365846,0.7966806,3,Ayer,VS,2008-03-29,Southern Alps,4000
-4.4109535,1.8737594,0,Hérémence,VS,2008-03-30,Southern Alps,3000
-4.573291,4.8234963,1,Spiringen,UR,2008-03-30,Central Alps,3000
-4.103414,0.7616102,0,Zermatt,VS,2008-03-30,Southern Alps,3000
-4.4109535,1.8737594,0,Evolène,VS,2008-03-30,Southern Alps,3000
-2.5226626,0.7358542,3,Medels im Rheinwald,GR,2008-03-30,Eastern Alps,3000
-5.8230324,1.3925616,4,Davos,GR,2008-04-04,Eastern Alps,3000
-5.894372,1.3393257,1,Davos,GR,2008-04-07,Eastern Alps,3000
-5.8405595,1.1035179,1,Langwies,GR,2008-04-07,Eastern Alps,3000
-4.6554093,2.1231933,1,Hérémence,VS,2008-04-08,Southern Alps,4000
-5.0138474,1.4645336,1,Tschlin,GR,2008-04-08,Eastern Alps,3000
-5.4502296,1.0218627,4,Bivio,GR,2008-04-08,Eastern Alps,3000
-5.002947,3.3775225,1,Elm,GL,2008-04-13,Eastern Alps,3000
-5.896062,2.3939958,1,Poschiavo,GR,2008-04-16,Eastern Alps,4000
-4.335464,2.5297456,1,Val d’Illiez,VS,2008-04-19,Southern Alps,3000
-4.8349996,2.1721337,1,Bagnes,VS,2008-04-23,Southern Alps,3000
-5.750311,2.3219173,4,Münster-Geschinen,VS,2008-04-23,Southern Alps,3000
-0.68390304,4.3322625,3,Linthal,GL,2008-05-04,Eastern Alps,3000
-4.2337766,5.2278886,1,Unterschächen,UR,2008-05-06,Central Alps,2000
-2.2219331,1.4869782,3,Orsières,VS,2008-05-10,Southern Alps,3000
7.472642,1.0701655,3,Saas-Fee,VS,2008-06-22,Southern Alps,3000
3.3775172,1.6221533,3,Kandersteg,BE,2008-06-28,Western Alps,4000
-5.8999434,0.038646467,4,Davos,GR,2008-11-23,Eastern Alps,3000
-5.9577203,-1.8850814,2,Celerina/Schlarigna,GR,2008-11-24,Eastern Alps,3000
-5.8282337,-1.9910412,2,Ormont-Dessous,VD,2008-11-26,Western Alps,3000
-5.6360106,-1.7228348,2,Bourg-Saint-Pierre,VS,2008-11-27,Southern Alps,3000
-3.8753617,-1.9491433,0,Davos,GR,2008-11-30,Eastern Alps,3000
-6.4582644,-2.2645233,2,Zermatt,VS,2008-12-02,Southern Alps,3000
-5.216388,-1.4178919,0,Zermatt,VS,2008-12-05,Southern Alps,3000
-5.8826785,-1.1737691,2,Zermatt,VS,2008-12-07,Southern Alps,3000
-0.8856554,-1.3189062,3,Frutigen,BE,2008-12-08,Western Alps,3000
-3.498221,0.16798605,0,Kerns,OW,2008-12-13,Central Alps,3000
-5.0587254,-0.6737847,0,Zermatt,VS,2008-12-13,Southern Alps,3000
-3.4025638,0.35322678,0,Saint-Gingolph,VS,2008-12-14,Southern Alps,2000
-2.8743339,0.13993582,0,Amden,SG,2008-12-14,Eastern Alps,2000
-4.309519,0.24769244,0,Trient,VS,2008-12-14,Southern Alps,3000
-3.415854,0.14270537,0,Engi,GL,2008-12-14,Eastern Alps,3000
-3.302357,0.09594786,0,Château-d’Œx,VD,2008-12-14,Western Alps,3000
-4.805848,2.6400049,1,Bedretto,TI,2008-12-20,Southern Alps,3000
-2.3874862,0.907261,3,Chandolin,VS,2008-12-21,Southern Alps,3000
-2.3907087,0.90755224,3,Mont-Noble,VS,2008-12-21,Southern Alps,3000
-1.9274787,-0.14214215,3,Grimentz,VS,2008-12-21,Southern Alps,3000
-3.4386437,-1.2436874,0,Samnaun,GR,2008-12-22,Eastern Alps,3000
-3.4041526,0.7568377,0,St. Moritz,GR,2008-12-22,Eastern Alps,3000
-1.5927699,1.0396559,3,Mont-Noble,VS,2008-12-22,Southern Alps,3000
-2.0226264,1.3304962,3,Leytron,VS,2008-12-22,Southern Alps,3000
-3.9096372,0.73760366,0,Silvaplana,GR,2008-12-23,Eastern Alps,4000
-1.8090532,1.2931201,3,Laax,GR,2008-12-23,Eastern Alps,3000
-3.5976765,2.4851258,1,Riederalp,VS,2008-12-24,Southern Alps,2000
-4.0696535,-1.3923968,0,Château-d’Œx,VD,2009-01-01,Western Alps,2000
-5.4926558,-0.8945454,2,Zermatt,VS,2009-01-20,Southern Alps,3000
-5.9003463,-0.06374934,2,Ollon,VD,2009-01-21,Western Alps,2000
-5.9753833,-1.5652157,2,Anniviers,VS,2009-01-22,Southern Alps,3000
-6.0936637,0.3101586,2,Silvaplana,GR,2009-01-22,Eastern Alps,3000
-6.0747137,0.22811122,2,Silvaplana,GR,2009-01-22,Eastern Alps,3000
-5.799281,1.1307969,4,Arbaz,VS,2009-01-24,Southern Alps,3000
-6.0846443,1.0243291,4,Leytron,VS,2009-01-25,Southern Alps,3000
-4.7413797,-0.25507507,0,Hasliberg,BE,2009-01-25,Western Alps,3000
-5.877036,-1.1926615,2,Klosters-Serneus,GR,2009-01-25,Eastern Alps,3000
-3.2593942,-0.25529978,3,Unteriberg,SZ,2009-01-25,Central Alps,2000
-6.0338454,-0.12606385,2,Zermatt,VS,2009-01-25,Southern Alps,3000
-5.4110885,-0.9692123,2,Grimentz,VS,2009-01-28,Southern Alps,3000
-5.7561665,0.45216978,2,Mont-Noble,VS,2009-01-28,Southern Alps,3000
-5.557414,-0.11730342,2,Bourg-Saint-Pierre,VS,2009-01-31,Southern Alps,3000
-5.079515,1.5042008,1,Mesocco,GR,2009-02-06,Eastern Alps,2000
-5.2916307,-0.29568917,0,Zermatt,VS,2009-02-06,Southern Alps,3000
-2.9729567,0.2696814,3,Langwies,GR,2009-02-06,Eastern Alps,3000
-3.9005044,-0.2166947,0,Troistorrents,VS,2009-02-09,Southern Alps,2000
-5.3031535,0.2094176,0,Zermatt,VS,2009-02-11,Southern Alps,3000
-6.574066,-0.20838289,2,Mase,VS,2009-02-14,Southern Alps,3000
-5.883647,2.340189,1,Sisikon,UR,2009-02-15,Central Alps,3000
-6.472354,0.04197806,2,Saint Luc,VS,2009-02-15,Southern Alps,3000
-6.4337993,0.26244596,2,Liddes,VS,2009-02-15,Southern Alps,3000
-6.3617773,1.627273,1,Saillon,VS,2009-02-15,Southern Alps,3000
-6.51857,-0.38880464,2,Saas,GR,2009-02-15,Eastern Alps,3000
-6.4531255,-0.9101918,2,Klosters-Serneus,GR,2009-02-16,Eastern Alps,3000
-4.7978287,0.30103257,0,Disentis/Mustér,GR,2009-02-17,Eastern Alps,3000
-6.3314176,1.2882257,4,Hasliberg,BE,2009-02-18,Western Alps,3000
-6.526562,1.338303,4,Wiler (Lötschen),VS,2009-02-18,Southern Alps,3000
-5.443882,0.1624301,0,Zermatt,VS,2009-02-18,Southern Alps,3000
-6.1406164,0.6092842,4,Evolène,VS,2009-02-18,Southern Alps,3000
-6.128841,0.9235237,4,Mont-Noble,VS,2009-02-18,Southern Alps,3000
-6.177405,0.94345456,2,Liddes,VS,2009-02-20,Southern Alps,3000
-6.0391097,-1.7031595,2,Samnaun,GR,2009-02-25,Eastern Alps,3000
-4.4004874,1.4654596,0,Naters,VS,2009-02-27,Southern Alps,3000
-2.9697826,2.79394,3,Davos,GR,2009-02-28,Eastern Alps,3000
-3.512815,3.1860034,1,Engi,GL,2009-02-28,Eastern Alps,3000
-2.9871883,2.7654111,3,Klosters-Serneus,GR,2009-02-28,Eastern Alps,3000
-2.2607524,2.6200302,3,Zermatt,VS,2009-02-28,Southern Alps,3000
-3.7430348,4.7914605,1,Haslen,GL,2009-03-01,Eastern Alps,3000
-3.5789618,4.6614804,1,Schwanden,GL,2009-03-01,Eastern Alps,3000
-5.2662516,1.8312472,1,Susch,GR,2009-03-02,Eastern Alps,3000
-5.9778337,0.0027167003,2,Zermatt,VS,2009-03-03,Southern Alps,3000
-5.8610187,1.9229746,4,Binn,VS,2009-03-05,Southern Alps,3000
-5.8538046,1.9213485,4,Binn,VS,2009-03-05,Southern Alps,3000
-6.0379643,0.89851326,4,Bagnes,VS,2009-03-07,Southern Alps,3000
-6.1146693,0.98536867,2,Evolène,VS,2009-03-07,Southern Alps,3000
-3.6920698,0.9774351,0,St-Luc,VS,2009-03-08,Southern Alps,3000
-3.8764403,1.382869,0,Anniviers,VS,2009-03-08,Southern Alps,3000
-6.176655,2.2950325,4,Wiler (Lötschen) / (Blatten?),VS,2009-03-08,Southern Alps,3000
-4.71927,2.1894584,1,Trient,VS,2009-03-08,Southern Alps,3000
-6.160033,1.6894177,4,Trient,VS,2009-03-10,Southern Alps,2000
-5.365689,1.0672473,0,Grindelwald,BE,2009-03-11,Western Alps,3000
-5.3439283,2.3731356,1,Simplon,VS,2009-03-11,Southern Alps,3000
-4.301022,3.0615942,1,Nax,VS,2009-03-13,Southern Alps,3000
-4.4566965,1.8940732,0,Disentis/Mustér,GR,2009-03-13,Eastern Alps,3000
-4.4434624,2.4741664,1,Davos,GR,2009-03-13,Eastern Alps,3000
-5.277013,4.1643124,1,Dalpe,TI,2009-03-13,Southern Alps,3000
-4.846662,3.2845151,1,Amden,SG,2009-03-14,Eastern Alps,2000
-3.8589835,3.4397206,1,Nax,VS,2009-03-14,Southern Alps,3000
-5.5496135,0.73517585,0,Liddes,VS,2009-03-20,Southern Alps,3000
-1.6882148,2.6948366,3,Kandersteg,BE,2009-04-01,Western Alps,2000
-3.2623103,1.905406,3,Samnaun,GR,2009-04-01,Eastern Alps,3000
-4.0446935,3.614168,1,Sils im Engadin/Segl,GR,2009-04-03,Eastern Alps,3000
-3.4855592,4.5790515,1,Ruschein,GR,2009-04-06,Eastern Alps,3000
-4.2612824,2.179811,1,Evolène,VS,2009-04-12,Southern Alps,4000
-5.834925,1.3151155,4,Zermatt,VS,2009-04-17,Southern Alps,3000
-2.907587,2.9137814,1,Wassen,UR,2009-04-19,Central Alps,3000
-4.3976717,3.3927813,1,Pontresina,GR,2009-05-02,Eastern Alps,3000
1.1804171,0.28877363,3,Poschiavo,GR,2009-06-13,Eastern Alps,4000
1.5435793,-1.7447815,3,Zermatt,VS,2009-06-25,Southern Alps,3000
-3.7913473,-2.616897,0,Andermatt,UR,2009-11-30,Central Alps,3000
-2.7043679,-1.6284144,3,Giswil,OW,2009-12-05,Central Alps,2000
-6.0552173,-1.7204164,2,Tavetsch/Tujetsch,GR,2009-12-12,Eastern Alps,3000
-5.265168,-0.3399786,0,Trient,VS,2009-12-21,Southern Alps,3000
-3.3250709,-0.20593542,0,Vionnaz,VS,2009-12-21,Southern Alps,2000
-2.911617,-1.1045303,0,Anniviers,VS,2009-12-22,Southern Alps,3000
-2.85064,-1.4508477,0,Davos,GR,2009-12-23,Eastern Alps,3000
-5.269538,0.7844025,4,Randogne,VS,2009-12-23,Southern Alps,3000
-3.8174176,0.16499166,0,Simplon,VS,2009-12-25,Southern Alps,3000
-5.508299,0.6175052,4,Ayent,VS,2009-12-26,Southern Alps,3000
-5.864074,-0.49166623,2,Bedretto,TI,2009-12-27,Southern Alps,3000
-5.780192,-0.46980414,2,Celerina/Schlarigna,GR,2009-12-27,Eastern Alps,3000
-5.6111255,0.2742646,0,Ayent,VS,2009-12-27,Southern Alps,3000
-5.0055304,-3.2498887,2,Sumvitg,GR,2009-12-27,Eastern Alps,3000
-5.6884584,-0.45486653,2,St. Moritz,GR,2009-12-27,Eastern Alps,3000
-6.0375257,-0.32186052,2,Mesocco,GR,2009-12-27,Eastern Alps,3000
-5.5659227,0.6516922,2,Mollens,VS,2009-12-28,Southern Alps,3000
-3.4538772,-0.58989865,3,Chironico,TI,2009-12-29,Southern Alps,3000
-4.7052484,-0.668936,2,Anniviers,VS,2009-12-31,Southern Alps,3000
-4.935287,-1.4864166,2,Zermatt,VS,2009-12-31,Southern Alps,3000
-6.261372,-0.3060093,2,Nax,VS,2010-01-02,Southern Alps,3000
-5.984107,-2.175046,2,Diemtigen,BE,2010-01-03,Western Alps,3000
-6.3494997,-1.9243733,2,Davos,GR,2010-01-03,Eastern Alps,3000
-6.3216166,-2.004686,2,Andermatt,UR,2010-01-03,Central Alps,3000
-5.9851418,-2.175023,2,Diemtigen,BE,2010-01-03,Western Alps,3000
-5.9825144,-2.1748703,2,Diemtigen,BE,2010-01-03,Western Alps,3000
-5.9841824,-2.174859,2,Diemtigen,BE,2010-01-03,Western Alps,3000
-5.905926,-1.53737,2,Andermatt,UR,2010-01-12,Central Alps,3000
-4.7303915,0.43583438,2,Quinto,TI,2010-01-16,Southern Alps,3000
-4.058624,2.1628988,1,Finhaut,VS,2010-01-16,Southern Alps,3000
-3.6926754,-1.3241433,3,Davos,GR,2010-01-16,Eastern Alps,3000
-4.4116664,1.9389778,1,Leukerbad,VS,2010-01-16,Southern Alps,3000
-2.4108207,-2.0877578,3,Saanen,BE,2010-01-19,Western Alps,3000
-0.9627711,0.5145008,3,Oberwil im Simmental,BE,2010-01-19,Western Alps,2000
-4.5951023,-1.658346,2,Charmey,FR,2010-01-21,Western Alps,2000
-1.7377778,0.58663046,3,Flims,GR,2010-01-23,Eastern Alps,3000
-1.2488614,-0.23912172,3,Ormont-Dessous,VD,2010-01-23,Western Alps,3000
-6.1681213,-0.98695654,2,La Punt-Chamues-ch,GR,2010-01-30,Eastern Alps,3000
-5.609185,0.96134245,4,Randogne,VS,2010-01-30,Southern Alps,3000
-6.169822,0.29941288,4,Guggisberg,BE,2010-01-31,Western Alps,2000
-6.34216,-0.29415083,2,Bedretto,TI,2010-01-31,Southern Alps,3000
-6.47046,-0.8742825,2,Anniviers,VS,2010-01-31,Southern Alps,3000
-6.2088995,-1.0004599,2,Adelboden,BE,2010-01-31,Western Alps,2000
-5.7936573,0.30641368,2,Charmey,FR,2010-02-02,Western Alps,2000
-6.3263454,-1.2065219,2,Evolène,VS,2010-02-02,Southern Alps,3000
-4.783533,-0.29904902,0,Tavetsch/Tujetsch,GR,2010-02-03,Eastern Alps,3000
-2.9302018,-1.2033852,3,Obersaxen,GR,2010-02-04,Eastern Alps,3000
-1.8170089,1.4565548,3,Lauterbrunnen,BE,2010-02-04,Western Alps,3000
-3.7622135,-0.056083567,0,Giswil,OW,2010-02-05,Central Alps,2000
-4.5203214,-1.4914647,2,Vals,GR,2010-02-05,Eastern Alps,2000
-5.031681,-1.3537306,2,Davos,GR,2010-02-06,Eastern Alps,2000
-6.1587973,-1.2625365,2,Evolène,VS,2010-02-06,Southern Alps,3000
-5.818558,1.6804781,1,Mollens,VS,2010-02-06,Southern Alps,3000
-4.640173,-2.9918792,2,Reichenbach im Kandertal,BE,2010-02-06,Western Alps,2000
-4.8936715,0.15632276,2,Meiringen,BE,2010-02-06,Western Alps,3000
-4.5962014,-1.2968272,2,Safien,GR,2010-02-06,Eastern Alps,3000
-5.8512855,-0.9891647,2,Evolène,VS,2010-02-07,Southern Alps,3000
-6.0715084,-1.9216521,2,Zermatt,VS,2010-02-07,Southern Alps,4000
-6.041956,0.3239151,4,Tinizong Rona,GR,2010-02-07,Eastern Alps,3000
-5.9322634,-0.5326187,2,Peist,GR,2010-02-07,Eastern Alps,3000
-4.47581,0.5365814,2,Kerns,OW,2010-02-08,Central Alps,3000
-5.7354875,-1.3160269,2,Davos,GR,2010-02-08,Eastern Alps,3000
-5.7474337,-0.8210979,2,Naters,VS,2010-02-08,Southern Alps,3000
-4.0717998,0.09278301,3,Brienz,BE,2010-02-08,Western Alps,3000
-6.3908205,-1.7885678,2,Langwies,GR,2010-02-13,Eastern Alps,3000
-5.828012,-1.1377609,2,Grindelwald,BE,2010-02-14,Western Alps,3000
-6.5947895,-1.384181,2,Sils im Engadin/Segl,GR,2010-02-14,Eastern Alps,3000
-4.053197,0.21896766,3,Bivio,GR,2010-02-18,Eastern Alps,3000
-2.7909908,-1.3344121,3,Davos,GR,2010-02-19,Eastern Alps,3000
-4.100073,-0.08271294,0,Saas-Grund,VS,2010-02-19,Southern Alps,4000
-6.249248,-1.6029757,2,Safien,GR,2010-02-20,Eastern Alps,3000
-6.216855,-1.0171641,2,Realp,UR,2010-02-20,Central Alps,3000
-6.0963655,-0.9311702,2,Saxeten,BE,2010-02-20,Western Alps,3000
-5.505659,1.8419201,1,Albinen,VS,2010-02-23,Southern Alps,3000
-5.7603493,-0.12773803,2,S-chanf,GR,2010-02-24,Eastern Alps,3000
-5.8208838,2.0114331,4,Leytron,VS,2010-02-24,Southern Alps,3000
-5.245989,2.6012475,1,Evionnaz,VS,2010-02-25,Southern Alps,3000
-3.131231,2.9098794,1,Glarus Nord,GL,2010-02-25,Eastern Alps,2000
-4.7955813,1.0163842,0,Bedretto,TI,2010-02-26,Southern Alps,3000
-4.160609,-0.6753565,0,Andermatt,UR,2010-02-26,Central Alps,3000
-4.1485577,-0.48169684,0,Davos,GR,2010-02-26,Eastern Alps,3000
-4.7580867,-1.1735066,0,Törbel,VS,2010-02-26,Southern Alps,3000
-4.400039,2.155478,0,Morschach,SZ,2010-02-27,Central Alps,2000
-5.700768,1.2644556,4,Zweisimmen,BE,2010-02-27,Western Alps,2000
-4.7687593,-0.43207505,0,Davos,GR,2010-02-27,Eastern Alps,3000
-3.0765717,0.19667536,3,Langwies,GR,2010-02-28,Eastern Alps,3000
-5.155974,0.6678269,2,Bever,GR,2010-03-01,Eastern Alps,3000
-5.029472,0.064396426,2,Val Müstair,GR,2010-03-01,Eastern Alps,3000
-5.751183,0.09245561,2,Madulain,GR,2010-03-03,Eastern Alps,3000
-5.28594,-1.0214394,0,Silenen,UR,2010-03-06,Central Alps,3000
-5.39184,0.2785045,0,Wolfenschiessen,NW,2010-03-07,Central Alps,3000
-6.607627,-1.2362411,2,Vals,GR,2010-03-08,Eastern Alps,3000
-6.628051,-1.0690886,2,Bivio,GR,2010-03-08,Eastern Alps,3000
-6.1300735,2.3784885,1,Salvan,VS,2010-03-10,Southern Alps,3000
-6.1410694,2.6747746,1,Fully,VS,2010-03-10,Southern Alps,3000
-5.598342,-3.5667105,2,Göschenen,UR,2010-03-13,Central Alps,3000
-5.6910095,-0.35380152,2,Eisten,VS,2010-03-13,Southern Alps,3000
-5.903831,-0.13525988,2,Vals,GR,2010-03-13,Eastern Alps,3000
-6.558534,-1.4133606,2,Täsch,VS,2010-03-15,Southern Alps,3000
-3.5216572,1.8729962,3,Celerina/Schlarigna,GR,2010-03-17,Eastern Alps,3000
-2.2795372,1.263006,3,Naters,VS,2010-03-18,Southern Alps,3000
-2.929811,1.3035111,3,Scuol,GR,2010-03-20,Eastern Alps,3000
-2.8005536,2.1395051,3,Celerina/Schlarigna,GR,2010-03-21,Eastern Alps,3000
-1.4874917,2.8094726,3,Ormont-Dessus,VD,2010-03-24,Western Alps,3000
-5.3765054,0.67554796,4,Pontresina,GR,2010-03-27,Eastern Alps,3000
-4.565543,0.31334406,0,Anniviers,VS,2010-03-28,Southern Alps,3000
-5.9660945,0.7549796,2,Zuoz,GR,2010-04-02,Eastern Alps,3000
-6.2327995,-0.9800524,2,Zermatt,VS,2010-04-02,Southern Alps,4000
-5.4777517,-0.025271656,2,Klosters-Serneus,GR,2010-04-02,Eastern Alps,3000
-5.5417047,-1.5710675,2,Davos,GR,2010-04-02,Eastern Alps,3000
-5.6357937,0.13295889,2,Safien,GR,2010-04-02,Eastern Alps,3000
-5.431111,-0.003543888,2,Davos,GR,2010-04-02,Eastern Alps,3000
-3.5591471,0.38671562,0,Langwies,GR,2010-04-03,Eastern Alps,3000
-5.455619,0.79791415,2,Pontresina,GR,2010-04-03,Eastern Alps,3000
-4.4808226,1.3609489,0,Splügen,GR,2010-04-03,Eastern Alps,3000
-5.0666037,0.8422822,0,Bergün/Bravuogn,GR,2010-04-03,Eastern Alps,4000
-6.0037107,1.1730285,4,Pontresina,GR,2010-04-05,Eastern Alps,3000
-6.3399644,1.486086,4,Hinterrhein,GR,2010-04-05,Eastern Alps,3000
-5.7260084,1.4977155,1,Klosters-Serneus,GR,2010-04-05,Eastern Alps,3000
-4.310884,1.6297776,3,Klosters-Serneus,GR,2010-04-06,Eastern Alps,3000
-1.9458477,1.36808,3,Blenio,TI,2010-04-06,Southern Alps,4000
-0.76552796,2.995195,3,Langwies,GR,2010-04-07,Eastern Alps,3000
-0.82944286,1.4069717,3,Anniviers,VS,2010-04-07,Southern Alps,3000
-1.2529354,1.9605721,3,Fideris,GR,2010-04-09,Eastern Alps,3000
-2.4566588,4.5001526,1,Vouvry,VS,2010-04-10,Southern Alps,2000
-5.412597,-0.00093632116,2,Evolène,VS,2010-04-11,Southern Alps,3000
-3.6395214,0.43430683,0,Samnaun,GR,2010-04-20,Eastern Alps,3000
0.16832185,2.5743947,3,Davos,GR,2010-04-24,Eastern Alps,3000
1.7354158,1.5746747,3,Kandersteg,BE,2010-06-06,Western Alps,3000
-6.405155,-2.0724118,2,Hospental,UR,2010-11-27,Central Alps,3000
-5.603462,-0.11799329,4,Saillon,VS,2010-11-27,Southern Alps,3000
-3.877828,-4.5140305,2,Châtel Saint Denis,FR,2010-11-30,Western Alps,2000
-6.489794,-2.5386143,2,Obergoms,VS,2010-12-04,Southern Alps,3000
