Unnamed: 0;station_code;measure_date;HS;TA_30MIN_MEAN;RH_30MIN_MEAN;TSS_30MIN_MEAN;TS0_30MIN_MEAN;TS25_30MIN_MEAN;TS50_30MIN_MEAN;TS100_30MIN_MEAN;RSWR_30MIN_MEAN;VW_30MIN_MEAN;VW_30MIN_MAX;DW_30MIN_MEAN;DW_30MIN_SD
711;BED3;2024-10-06T19:00:00Z;15.38;1.725;93.4;1.712;5.872;-0.302;1.645;1.776;-1.976;0.458;1.701;242.6;14.29
712;BED3;2024-10-06T19:30:00Z;14.07;1.617;95.3;1.654;5.816;-0.321;1.584;1.695;-2.109;0.241;1.564;191.3;37.61
713;BED3;2024-10-06T20:00:00Z;15.35;1.409;95.7;1.548;5.767;-0.503;1.38;1.477;-1.976;0.8;2.014;236.8;21.06
714;BED3;2024-10-06T20:30:00Z;16.02;1.211;97.3;1.128;5.724;-0.733;1.112;1.249;-1.931;0.397;1.467;153.0;30.6
715;BED3;2024-10-06T21:00:00Z;15.37;0.836;98.4;-0.704;5.631;-1.579;0.243;0.607;-1.953;0.803;1.858;177.5;25.88
716;BED3;2024-10-06T21:30:00Z;12.76;1.074;95.9;-2.572;5.415;-2.387;-0.439;0.301;-1.754;0.335;1.916;172.5;44.01
717;BED3;2024-10-06T22:00:00Z;12.31;1.344;93.6;-3.297;5.259;-2.585;-0.596;0.282;-1.687;0.206;2.229;202.3;56.81
718;BED3;2024-10-06T22:30:00Z;10.41;1.024;94.8;-3.56;5.136;-2.603;-0.671;0.093;-1.421;0.169;2.366;196.0;58.92
719;BED3;2024-10-06T23:00:00Z;11.15;1.284;93.1;-3.555;5.026;-2.753;-0.626;0.208;-1.377;0.301;2.19;238.5;57.67
720;BED3;2024-10-06T23:30:00Z;10.58;1.816;90.2;-3.277;4.932;-2.227;-0.107;0.795;-1.421;0.661;2.992;150.8;44.25
721;BED3;2024-10-07T00:00:00Z;13.52;1.619;90.3;-4.167;4.844;-2.783;-0.608;0.268;-1.51;0.227;2.386;279.3;26.69
722;BED3;2024-10-07T00:30:00Z;9.94;1.285;90.3;-4.857;4.755;-3.854;-1.408;-0.305;-1.466;0.144;1.173;166.2;20.83
723;BED3;2024-10-07T01:00:00Z;12.29;2.324;84.3;-4.11;4.668;-2.914;-0.228;0.976;-1.51;0.24;1.33;195.1;17.96
724;BED3;2024-10-07T01:30:00Z;12.92;2.475;84.5;-4.237;4.587;-3.119;-0.526;0.692;-1.488;0.182;1.995;330.2;13.54
725;BED3;2024-10-07T02:00:00Z;13.49;2.375;85.4;-3.305;4.509;-2.222;0.209;1.085;-1.466;0.302;2.132;155.9;53.95
726;BED3;2024-10-07T02:30:00Z;10.91;2.526;84.9;-2.301;4.449;-1.423;0.877;1.671;-1.399;0.399;2.444;158.7;40.03
727;BED3;2024-10-07T03:00:00Z;10.67;2.438;86.8;-1.599;4.413;-1.269;0.865;1.509;-1.355;0.08;1.76;33.75;47.05
728;BED3;2024-10-07T03:30:00Z;7.35;2.737;85.2;-0.942;4.39;-0.865;1.393;2.017;-1.399;0.398;2.621;168.1;54.69
729;BED3;2024-10-07T04:00:00Z;9.55;3.532;82.3;-0.436;4.381;-0.154;2.165;2.763;-1.443;0.571;1.995;162.2;31.62
730;BED3;2024-10-07T04:30:00Z;10.29;3.13;83.8;-1.278;4.371;-0.862;1.402;2.193;-1.576;0.38;2.112;260.7;37.63
731;BED3;2024-10-07T05:00:00Z;15.48;2.323;87.9;-1.258;4.358;-1.227;0.955;1.573;-1.82;0.461;2.425;293.5;18.72
732;BED3;2024-10-07T05:30:00Z;16.42;1.854;91.2;-0.55;4.344;-1.122;0.975;1.373;-1.621;0.189;1.701;283.6;21.55
733;BED3;2024-10-07T06:00:00Z;15.26;1.777;92.4;-0.388;4.338;-0.95;1.044;1.446;0.333;0.304;1.604;219.0;41.44
734;BED3;2024-10-07T06:30:00Z;14.98;1.815;92.2;-0.16;4.337;-0.626;1.178;1.693;9.3;0.044;1.291;157.5;16.5
735;BED3;2024-10-07T07:00:00Z;15.33;2.172;91.5;0.822;4.35;0.225;1.787;2.343;15.03;0.104;0.939;106.1;18.58
736;BED3;2024-10-07T07:30:00Z;15.01;2.727;88.5;3.432;4.389;1.324;2.892;3.23;15.94;0.158;1.467;141.0;9.98
737;BED3;2024-10-07T08:00:00Z;12.25;2.997;87.6;3.802;4.528;1.614;3.079;3.472;18.8;0.099;1.447;134.5;22.3
738;BED3;2024-10-07T08:30:00Z;11.62;3.533;85.6;6.896;5.002;3.501;4.374;4.701;46.37;0.382;1.956;19.9;45.12
739;BED3;2024-10-07T09:00:00Z;7.33;5.43;76.0;9.24;5.743;8.06;7.23;8.25;105.4;0.355;1.916;95.0;25.33
740;BED3;2024-10-07T09:30:00Z;7.95;5.43;76.5;10.52;6.368;8.57;7.52;8.33;119.8;0.453;2.425;30.04;37.5
741;BED3;2024-10-07T10:00:00Z;6.969;5.377;76.3;8.99;6.795;5.849;6.376;6.704;49.2;0.096;1.486;126.6;27.32
742;BED3;2024-10-07T10:30:00Z;7.52;5.19;80.4;10.11;7.03;5.751;6.456;6.654;56.84;0.295;2.014;346.0;26.65
743;BED3;2024-10-07T11:00:00Z;7.86;5.224;81.6;10.1;7.37;5.652;6.404;6.536;52.09;0.238;1.74;355.1;27.16
744;BED3;2024-10-07T11:30:00Z;7.51;5.517;81.9;10.42;7.58;5.885;6.713;6.785;52.51;0.121;1.701;12.73;33.11
745;BED3;2024-10-07T12:00:00Z;7.18;5.141;87.4;9.97;7.75;5.305;6.251;6.252;46.46;0.366;1.956;16.93;36.83
746;BED3;2024-10-07T12:30:00Z;6.921;5.006;89.4;10.63;7.88;5.416;6.303;6.304;53.98;0.291;2.053;333.3;34.07
747;BED3;2024-10-07T13:00:00Z;6.661;5.326;90.5;11.42;8.13;6.0;6.643;6.664;58.8;0.218;1.623;0.89;37.2
748;BED3;2024-10-07T13:30:00Z;6.536;5.116;93.9;10.26;8.29;5.27;6.194;6.143;44.45;0.309;2.249;17.45;28.0
749;BED3;2024-10-07T14:00:00Z;5.157;4.516;98.0;7.28;8.25;3.622;4.98;4.896;17.06;0.394;1.78;2.815;26.87
750;BED3;2024-10-07T14:30:00Z;5.897;4.261;99.7;6.208;8.0;2.838;4.541;4.513;13.51;0.276;1.525;114.8;30.72
751;BED3;2024-10-07T15:00:00Z;10.84;4.304;99.9;6.125;7.83;2.882;4.558;4.549;13.82;0.175;1.662;11.7;32.96
705;BED3;2024-10-07T16:30:00Z;15.35;4.358;100.0;4.588;7.42;2.504;4.423;4.451;0.333;0.045;0.88;344.2;9.35
706;BED3;2024-10-07T17:00:00Z;6.996;4.233;100.0;4.226;7.28;2.267;4.236;4.275;-1.198;0.019;1.173;292.0;39.61
707;BED3;2024-10-07T17:30:00Z;4.503;4.305;100.0;4.113;7.17;2.279;4.276;4.325;-1.687;0.044;1.076;14.01;26.12
708;BED3;2024-10-07T18:00:00Z;8.83;4.138;100.0;4.003;7.08;2.164;4.147;4.193;-1.775;0.042;1.036;352.4;30.94
709;BED3;2024-10-07T18:30:00Z;9.05;4.079;100.0;3.959;7.0;2.105;4.09;4.132;-1.886;0.076;1.388;287.9;50.02
710;BED3;2024-10-07T19:00:00Z;12.66;4.25;100.0;4.008;6.944;2.249;4.253;4.304;-1.931;0.15;1.643;195.9;26.2
711;BED3;2024-10-07T19:30:00Z;12.43;4.335;100.0;3.988;6.9;2.286;4.296;4.353;-1.975;0.005;0.196;278.9;3.238
712;BED3;2024-10-07T20:00:00Z;13.55;4.348;100.0;3.962;6.864;2.271;4.276;4.338;-1.975;0.006;0.743;62.51;4.968
713;BED3;2024-10-07T20:30:00Z;12.19;4.17;100.0;3.849;6.833;2.079;4.068;4.121;-1.975;0.131;0.997;328.3;6.214
714;BED3;2024-10-07T21:00:00Z;17.82;3.933;100.0;3.698;6.798;1.936;3.914;3.964;-1.909;0.277;1.799;2.323;33.03
715;BED3;2024-10-07T21:30:00Z;21.67;3.91;100.0;3.724;6.764;1.924;3.907;3.962;-1.953;0.059;1.447;53.32;37.96
716;BED3;2024-10-07T22:00:00Z;22.7;3.928;100.0;3.737;6.736;1.933;3.915;3.97;-1.953;0.264;1.956;160.9;42.28
717;BED3;2024-10-07T22:30:00Z;;3.903;100.0;3.664;6.713;1.92;3.899;3.955;-2.153;0.118;1.428;332.0;39.65
718;BED3;2024-10-07T23:00:00Z;14.57;3.905;100.0;3.659;6.693;1.904;3.884;3.939;-1.997;0.497;1.936;138.7;34.05
719;BED3;2024-10-07T23:30:00Z;11.03;3.929;100.0;3.643;6.672;1.92;3.902;3.961;-2.153;0.08;1.506;9.45;42.75
720;BED3;2024-10-08T00:00:00Z;5.105;3.98;100.0;3.717;6.656;2.001;3.98;4.037;-1.997;0.225;1.291;232.1;38.0
721;BED3;2024-10-08T00:30:00Z;2.185;4.008;100.0;3.678;6.651;2.001;3.977;4.037;-1.997;0.127;1.388;287.5;26.52
722;BED3;2024-10-08T01:00:00Z;7.69;3.825;100.0;3.548;6.639;1.84;3.805;3.859;-1.997;0.445;3.325;2.434;45.3
723;BED3;2024-10-08T01:30:00Z;8.42;3.696;100.0;3.383;6.608;1.712;3.674;3.737;-1.975;0.211;2.405;323.5;53.19
724;BED3;2024-10-08T02:00:00Z;2.976;3.81;100.0;3.372;6.571;1.729;3.69;3.756;-1.997;0.566;4.302;342.3;53.3
725;BED3;2024-10-08T02:30:00Z;2.89;4.469;95.3;3.509;6.549;1.791;3.781;3.84;-1.997;1.029;3.755;316.5;40.7
726;BED3;2024-10-08T03:00:00Z;1.836;4.147;95.2;3.292;6.53;1.612;3.567;3.627;-1.997;0.48;4.185;24.65;62.51
727;BED3;2024-10-08T03:30:00Z;2.787;3.517;98.0;3.05;6.487;1.282;3.219;3.277;-1.975;0.251;4.576;307.1;62.76
728;BED3;2024-10-08T04:00:00Z;1.861;3.949;94.7;3.124;6.443;1.371;3.31;3.375;-1.997;0.539;5.652;218.7;60.04
729;BED3;2024-10-08T04:30:00Z;1.665;3.993;94.8;3.25;6.419;1.508;3.489;3.607;-1.997;0.716;3.813;282.4;52.85
730;BED3;2024-10-08T05:00:00Z;3.453;4.776;89.2;3.318;6.407;1.644;3.614;3.681;-1.997;0.471;4.459;183.6;57.54
731;BED3;2024-10-08T05:30:00Z;2.663;4.863;88.3;3.377;6.389;1.728;3.683;3.782;-1.975;0.807;4.693;258.9;37.41
732;BED3;2024-10-08T06:00:00Z;4.578;4.843;89.9;3.561;6.385;1.892;3.84;3.949;-1.11;1.377;4.909;272.9;31.17
733;BED3;2024-10-08T06:30:00Z;3.605;5.108;89.4;3.753;6.399;2.089;4.033;4.146;-0.555;1.596;5.3;260.4;26.8
734;BED3;2024-10-08T07:00:00Z;4.026;4.929;93.8;3.917;6.42;2.244;4.181;4.27;0.089;0.905;5.397;225.1;44.5
735;BED3;2024-10-08T07:30:00Z;4.516;4.623;94.5;3.916;6.452;2.135;4.035;4.118;1.576;1.793;4.165;246.6;32.64
736;BED3;2024-10-08T08:00:00Z;5.491;4.831;93.6;4.279;6.477;2.385;4.25;4.319;2.952;0.943;3.735;232.3;35.61
737;BED3;2024-10-08T08:30:00Z;5.926;4.815;96.1;4.407;6.546;2.527;4.392;4.452;3.107;0.84;4.537;207.8;38.95
738;BED3;2024-10-08T09:00:00Z;4.123;4.823;95.8;4.323;6.603;2.47;4.347;4.408;3.129;0.925;3.637;214.9;50.64
739;BED3;2024-10-08T09:30:00Z;4.052;4.989;95.9;4.513;6.648;2.641;4.522;4.597;2.486;1.152;3.95;235.8;35.44
740;BED3;2024-10-08T10:00:00Z;5.545;4.965;94.4;4.445;6.691;2.533;4.392;4.459;3.751;1.312;3.794;198.0;30.04
741;BED3;2024-10-08T10:30:00Z;3.749;4.861;95.7;4.435;6.739;2.516;4.375;4.443;3.396;0.842;3.755;242.9;40.53
742;BED3;2024-10-08T11:00:00Z;2.246;4.832;95.1;4.452;6.771;2.476;4.313;4.384;4.661;1.117;3.95;213.5;38.59
743;BED3;2024-10-08T11:30:00Z;5.398;5.087;94.5;4.93;6.831;2.753;4.571;4.633;6.858;1.78;4.165;240.2;28.62
744;BED3;2024-10-08T12:00:00Z;3.185;5.275;94.7;4.766;6.917;2.808;4.672;4.743;4.394;0.902;4.107;182.7;49.81
745;BED3;2024-10-08T12:30:00Z;2.694;5.07;93.8;4.571;6.944;2.527;4.383;4.456;4.128;1.672;6.747;271.5;34.97
746;BED3;2024-10-08T13:00:00Z;2.983;4.611;93.0;4.7;6.956;2.311;4.086;4.168;10.03;1.774;5.28;244.4;31.29
747;BED3;2024-10-08T13:30:00Z;4.121;5.051;91.4;4.996;7.06;2.578;4.388;4.421;6.613;1.61;4.42;214.6;33.75
748;BED3;2024-10-08T14:00:00Z;2.868;5.442;94.1;5.437;7.15;3.149;4.963;5.012;7.5;1.054;4.85;216.5;40.69
749;BED3;2024-10-08T14:30:00Z;2.86;4.901;98.9;5.47;7.24;3.171;4.943;4.976;6.613;0.428;2.738;308.1;48.22
750;BED3;2024-10-08T15:00:00Z;4.555;4.681;100.0;5.366;7.3;3.073;4.851;4.891;5.215;0.163;1.916;290.6;36.73
751;BED3;2024-10-08T15:30:00Z;4.664;4.78;100.0;5.377;7.33;3.129;4.919;4.958;4.305;0.118;1.584;324.5;22.27
704;BED3;2024-10-08T16:30:00Z;1.555;4.708;100.0;4.585;7.27;2.784;4.712;4.763;-0.799;0.043;0.919;324.7;18.54
705;BED3;2024-10-08T17:00:00Z;2.353;4.757;100.0;4.358;7.2;2.7;4.656;4.717;-1.42;0.657;2.757;245.1;20.75
706;BED3;2024-10-08T17:30:00Z;3.064;4.734;90.0;3.654;7.12;1.816;3.729;3.794;-2.042;2.3;6.043;168.7;26.84
707;BED3;2024-10-08T18:00:00Z;3.79;4.351;84.3;3.069;6.974;1.207;3.246;3.345;-2.131;1.465;4.909;174.6;40.77
708;BED3;2024-10-08T18:30:00Z;3.772;4.209;87.5;3.143;6.852;1.276;3.317;3.482;-1.997;1.409;2.288;249.2;20.94
709;BED3;2024-10-08T19:00:00Z;3.171;4.084;90.3;3.075;6.783;1.297;3.319;3.386;-1.997;0.434;2.034;238.9;45.58
710;BED3;2024-10-08T19:30:00Z;3.612;4.145;89.8;2.877;6.723;1.338;3.48;3.747;-1.975;0.579;3.09;182.5;47.05
711;BED3;2024-10-08T20:00:00Z;2.9;3.817;91.7;2.648;6.66;1.22;3.397;3.668;-1.997;0.753;2.523;233.9;42.94
712;BED3;2024-10-08T20:30:00Z;3.32;3.886;90.0;2.248;6.586;1.069;3.218;3.579;-1.997;0.344;2.249;230.6;37.99
713;BED3;2024-10-08T21:00:00Z;4.771;4.165;85.8;1.853;6.508;1.144;3.371;3.768;-1.997;0.458;1.838;239.6;24.03
714;BED3;2024-10-08T21:30:00Z;4.264;4.224;84.4;2.328;6.431;1.353;3.653;4.01;-1.998;0.709;2.444;298.8;31.03
715;BED3;2024-10-08T22:00:00Z;5.795;3.809;88.5;2.37;6.398;0.931;2.878;2.887;-2.153;0.655;2.562;199.4;30.3
716;BED3;2024-10-08T22:30:00Z;4.996;4.285;79.8;2.056;6.364;0.996;3.089;3.539;-2.086;1.398;3.911;219.7;36.46
717;BED3;2024-10-08T23:00:00Z;4.177;4.182;76.6;0.589;6.268;0.75;2.828;3.502;-2.02;2.476;4.341;178.3;14.69
718;BED3;2024-10-08T23:30:00Z;6.166;3.976;75.3;-0.168;6.034;0.04;2.246;3.102;-1.998;1.335;4.459;202.0;29.33
719;BED3;2024-10-09T00:00:00Z;5.437;4.287;71.0;0.051;5.821;0.822;3.074;3.803;-1.998;2.713;6.219;176.9;24.19
720;BED3;2024-10-09T00:30:00Z;6.182;4.071;70.8;-0.159;5.695;0.607;2.771;3.527;-1.998;2.378;5.749;179.6;23.61
721;BED3;2024-10-09T01:00:00Z;5.49;3.803;72.0;-0.465;5.588;0.381;2.471;3.213;-1.998;2.288;5.476;172.3;28.06
722;BED3;2024-10-09T01:30:00Z;4.51;3.696;71.3;-0.554;5.503;-0.04;2.01;2.721;-2.131;2.279;3.481;167.3;13.13
723;BED3;2024-10-09T02:00:00Z;7.73;3.687;68.59;-0.84;5.425;-0.064;2.015;2.723;-1.976;1.73;3.129;193.8;29.12
724;BED3;2024-10-09T02:30:00Z;6.342;3.072;73.9;-1.386;5.357;-0.744;1.341;2.127;-1.976;0.878;2.699;250.9;29.53
725;BED3;2024-10-09T03:00:00Z;4.892;2.414;76.9;-2.391;5.293;-1.614;0.391;1.279;-1.998;0.435;1.799;179.8;29.11
726;BED3;2024-10-09T03:30:00Z;5.466;2.074;78.7;-2.709;5.228;-1.68;0.317;1.159;-1.731;0.721;1.995;162.5;11.14
727;BED3;2024-10-09T04:00:00Z;8.01;2.527;75.6;-1.918;5.168;-0.868;1.152;1.871;-1.51;0.807;2.268;164.6;19.04
728;BED3;2024-10-09T04:30:00Z;4.215;2.443;75.7;-2.764;5.121;-1.834;0.248;1.163;-1.399;0.271;2.347;192.6;28.68
729;BED3;2024-10-09T05:00:00Z;5.789;2.537;75.3;-2.333;5.073;-1.411;0.719;1.501;-1.399;0.478;2.014;238.5;22.86
730;BED3;2024-10-09T05:30:00Z;5.166;2.528;75.5;-2.791;5.028;-1.324;0.72;1.533;-1.177;0.5;2.132;208.7;34.84
731;BED3;2024-10-09T06:00:00Z;2.836;2.351;76.7;-2.696;4.981;-1.63;0.518;1.443;0.644;0.179;1.388;184.2;25.65
732;BED3;2024-10-09T06:30:00Z;3.652;3.136;73.2;-1.757;4.938;-0.731;1.323;2.202;4.463;0.741;2.523;230.9;50.2
733;BED3;2024-10-09T07:00:00Z;2.906;2.85;77.5;-1.19;4.909;-0.462;1.292;2.228;10.41;0.382;2.757;148.6;26.36
734;BED3;2024-10-09T07:30:00Z;3.347;3.393;76.5;-0.397;4.888;0.376;2.11;2.985;12.39;0.374;3.95;172.2;48.14
735;BED3;2024-10-09T08:00:00Z;4.336;4.141;72.3;0.303;4.883;1.729;3.466;4.277;21.64;0.151;2.836;284.9;58.06
736;BED3;2024-10-09T08:30:00Z;3.505;4.857;71.8;3.24;4.962;3.35;4.885;5.322;25.91;0.598;5.065;292.4;46.03
737;BED3;2024-10-09T09:00:00Z;7.17;4.494;76.3;4.864;5.298;3.172;4.706;4.976;23.02;0.998;5.085;294.4;41.58
738;BED3;2024-10-09T09:30:00Z;10.93;3.865;85.2;6.014;5.755;3.034;4.343;4.489;26.57;0.367;2.308;320.4;33.08
739;BED3;2024-10-09T10:00:00Z;10.44;3.062;92.4;5.79;6.152;2.384;3.621;3.676;22.17;0.28;2.112;334.2;55.6
740;BED3;2024-10-09T10:30:00Z;10.58;3.033;95.6;5.673;6.327;2.228;3.622;3.64;24.66;0.742;3.09;338.0;48.73
741;BED3;2024-10-09T11:00:00Z;10.82;3.264;96.9;6.214;6.537;2.226;3.635;3.585;26.01;0.615;3.051;3.896;51.12
742;BED3;2024-10-09T11:30:00Z;6.191;3.027;99.5;5.405;6.69;1.747;3.278;3.291;16.33;0.182;2.386;306.7;54.87
743;BED3;2024-10-09T12:00:00Z;8.67;3.172;100.0;4.867;6.723;1.691;3.356;3.389;10.83;0.318;2.132;335.1;41.88
744;BED3;2024-10-09T12:30:00Z;9.79;3.176;100.0;4.742;6.718;1.695;3.351;3.372;10.41;0.312;2.405;316.2;53.04
745;BED3;2024-10-09T13:00:00Z;10.49;3.252;100.0;5.231;6.749;1.959;3.553;3.573;14.51;0.44;3.168;318.3;52.91
746;BED3;2024-10-09T13:30:00Z;10.95;3.274;100.0;4.962;6.832;1.839;3.479;3.501;9.68;0.101;2.542;88.2;56.42
747;BED3;2024-10-09T14:00:00Z;8.27;3.422;100.0;4.467;6.843;1.705;3.433;3.452;8.01;0.779;5.515;354.7;51.19
748;BED3;2024-10-09T14:30:00Z;3.803;3.347;100.0;4.182;6.825;1.689;3.462;3.502;5.948;0.184;2.992;269.3;60.67
749;BED3;2024-10-09T15:00:00Z;3.315;3.388;100.0;4.095;6.786;1.641;3.443;3.487;3.795;0.601;4.322;313.5;47.03
750;BED3;2024-10-09T15:30:00Z;3.861;3.523;100.0;3.909;6.744;1.647;3.469;3.507;1.997;0.553;3.012;276.9;52.77
768;BED4;2024-10-05T12:00:00Z;1.816;0.83;75.8;7.21;2.75;4.395;4.072;3.479;115.0;3.988;7.22;30.69;10.99
769;BED4;2024-10-05T12:30:00Z;1.954;1.737;73.3;9.38;4.553;6.525;6.083;5.248;158.1;3.241;6.727;32.5;19.29
770;BED4;2024-10-05T13:00:00Z;1.102;3.165;66.95;11.02;6.555;8.97;8.23;6.901;150.1;1.211;4.987;225.7;31.69
771;BED4;2024-10-05T13:30:00Z;1.413;3.465;66.38;10.25;7.65;7.39;7.58;6.49;109.2;1.275;4.068;221.0;37.72
772;BED4;2024-10-05T14:00:00Z;1.677;3.086;67.96;9.42;7.69;7.51;7.14;6.318;116.9;1.852;4.967;24.65;37.94
773;BED4;2024-10-05T14:30:00Z;1.753;3.878;64.3;9.15;7.58;8.88;7.44;6.983;109.8;2.183;4.165;223.7;25.3
774;BED4;2024-10-05T15:00:00Z;1.391;4.112;63.99;7.71;7.23;7.61;7.76;6.842;78.9;1.452;3.735;218.2;29.34
775;BED4;2024-10-05T15:30:00Z;2.161;2.67;72.1;3.727;6.476;2.259;2.711;2.774;5.983;0.881;2.542;236.8;25.66
776;BED4;2024-10-05T16:00:00Z;1.507;1.511;78.1;2.194;5.359;0.889;1.479;1.603;3.387;3.494;6.747;29.8;13.17
777;BED4;2024-10-05T16:30:00Z;1.294;1.38;79.3;1.352;4.451;0.273;1.119;1.344;5.421;0.642;5.789;16.69;65.24
778;BED4;2024-10-05T17:00:00Z;1.172;0.915;83.1;0.783;3.818;-0.662;0.3;0.633;2.711;0.744;1.604;199.3;19.88
779;BED4;2024-10-05T17:30:00Z;1.02;0.264;87.7;0.443;3.314;-1.416;-0.455;-0.061;0.0;0.299;1.584;151.1;29.35
780;BED4;2024-10-05T18:00:00Z;0.69;-0.245;90.8;0.337;2.947;-1.36;-0.598;-0.336;0.0;0.337;1.995;223.8;23.18
781;BED4;2024-10-05T18:30:00Z;0.762;-0.371;91.8;-0.401;2.624;-1.896;-0.968;-0.655;0.0;0.285;1.897;160.8;54.03
782;BED4;2024-10-05T19:00:00Z;0.688;-0.753;95.1;-0.646;2.255;-2.047;-1.233;-0.981;0.0;0.301;1.349;193.0;26.63
783;BED4;2024-10-05T19:30:00Z;1.268;-0.659;94.4;-0.463;2.027;-1.642;-0.941;-0.749;0.0;0.13;1.115;272.2;38.39
784;BED4;2024-10-05T20:00:00Z;1.455;-0.36;89.8;-1.499;1.798;-2.103;-0.861;-0.612;0.0;0.451;1.956;338.3;23.03
785;BED4;2024-10-05T20:30:00Z;1.851;-0.743;94.0;-1.981;1.562;-2.951;-1.701;-1.27;0.0;0.343;1.349;195.0;23.63
786;BED4;2024-10-05T21:00:00Z;0.877;-0.899;97.0;-2.235;1.386;-2.721;-1.681;-1.311;0.0;0.229;0.939;5.355;12.73
787;BED4;2024-10-05T21:30:00Z;0.576;-0.921;97.4;-2.149;1.249;-2.63;-1.661;-1.3;0.0;0.304;1.819;196.7;37.24
788;BED4;2024-10-05T22:00:00Z;0.725;-1.083;99.4;-1.659;1.145;-2.387;-1.651;-1.349;0.0;0.095;0.626;239.4;16.14
789;BED4;2024-10-05T22:30:00Z;1.118;-0.894;96.4;-1.335;1.072;-2.042;-1.327;-1.061;0.0;0.023;0.45;76.7;14.1
790;BED4;2024-10-05T23:00:00Z;1.552;-0.93;97.6;-0.819;1.015;-1.522;-1.153;-0.991;0.0;0.056;1.193;239.8;50.07
791;BED4;2024-10-05T23:30:00Z;3.141;-0.501;88.1;-0.535;0.978;-1.468;-0.66;-0.473;0.0;0.915;1.701;330.9;14.96
792;BED4;2024-10-06T00:00:00Z;1.467;-0.512;87.4;-1.02;0.938;-1.608;-0.77;-0.572;0.0;1.314;2.268;327.9;18.71
793;BED4;2024-10-06T00:30:00Z;2.066;-0.512;87.1;-0.692;0.896;-1.07;-0.622;-0.491;0.0;1.326;2.171;338.4;11.87
794;BED4;2024-10-06T01:00:00Z;1.837;-0.653;86.8;-0.867;0.864;-1.166;-0.77;-0.64;0.0;1.341;2.581;338.9;15.58
795;BED4;2024-10-06T01:30:00Z;1.277;-0.811;87.8;-1.17;0.826;-1.478;-0.988;-0.842;0.0;1.178;2.581;350.2;17.53
796;BED4;2024-10-06T02:00:00Z;0.694;-1.062;89.6;-1.983;0.777;-2.528;-1.61;-1.369;0.0;0.936;2.249;1.753;21.8
797;BED4;2024-10-06T02:30:00Z;1.069;-1.274;91.0;-2.686;0.726;-3.683;-2.363;-1.915;0.0;0.287;1.173;37.59;13.26
798;BED4;2024-10-06T03:00:00Z;0.253;-1.39;91.7;-2.743;0.68;-3.593;-2.366;-1.974;0.0;0.414;1.095;16.11;20.42
799;BED4;2024-10-06T03:30:00Z;0.413;-1.583;93.1;-2.82;0.634;-3.806;-2.575;-2.209;0.0;0.196;0.88;37.91;20.38
800;BED4;2024-10-06T04:00:00Z;1.461;-1.688;96.6;-1.826;0.59;-2.686;-2.077;-1.848;0.0;0.923;2.523;78.2;21.79
801;BED4;2024-10-06T04:30:00Z;0.785;-1.8;96.9;-2.377;0.556;-3.192;-2.313;-2.079;0.0;0.505;1.74;55.96;32.63
802;BED4;2024-10-06T05:00:00Z;1.406;-2.003;96.9;-2.931;0.517;-3.929;-2.908;-2.544;0.0;0.43;1.369;26.49;19.02
803;BED4;2024-10-06T05:30:00Z;1.921;-2.044;96.9;-3.12;0.47;-3.928;-2.851;-2.556;0.565;0.352;1.173;21.21;11.57
804;BED4;2024-10-06T06:00:00Z;1.936;-2.127;97.6;-2.854;0.426;-3.727;-2.675;-2.431;7.01;0.248;1.388;11.71;6.07
805;BED4;2024-10-06T06:30:00Z;1.605;-1.968;97.2;-2.742;0.385;-3.59;-2.447;-2.16;10.18;0.421;1.252;25.79;10.28
806;BED4;2024-10-06T07:00:00Z;1.812;-1.571;93.7;-2.089;0.352;-2.801;-1.484;-1.263;21.94;0.314;1.115;19.55;9.11
807;BED4;2024-10-06T07:30:00Z;2.289;-0.961;92.7;-0.778;0.333;-1.372;-0.387;-0.337;29.18;0.079;0.919;246.4;20.52
808;BED4;2024-10-06T08:00:00Z;3.15;-0.63;93.9;-0.044;0.335;-0.417;0.443;0.387;40.59;0.013;1.291;183.4;55.94
809;BED4;2024-10-06T08:30:00Z;3.243;-0.67;94.4;0.285;0.335;-0.295;0.29;0.192;29.62;0.732;2.288;216.4;23.87
810;BED4;2024-10-06T09:00:00Z;3.019;-0.849;96.1;0.187;0.336;-0.286;-0.092;-0.215;22.27;0.884;1.916;208.7;22.22
811;BED4;2024-10-06T09:30:00Z;2.614;-0.623;94.8;0.336;0.344;-0.101;0.126;0.043;22.94;0.042;0.743;112.2;28.08
812;BED4;2024-10-06T10:00:00Z;2.357;-0.452;94.6;0.557;0.36;0.381;0.392;0.261;23.96;0.652;1.916;217.9;20.35
813;BED4;2024-10-06T10:30:00Z;2.212;-0.177;95.4;1.133;0.398;0.93;0.898;0.712;31.98;0.716;2.268;233.1;23.96
814;BED4;2024-10-06T11:00:00Z;2.119;-0.143;96.2;1.701;0.519;1.422;1.163;0.893;32.77;1.129;2.092;226.7;24.55
815;BED4;2024-10-06T11:30:00Z;2.126;0.264;91.1;2.222;0.738;1.625;1.486;1.258;32.2;0.334;1.799;245.9;24.87
752;BED4;2024-10-06T16:00:00Z;1.925;0.622;99.6;2.565;3.259;1.075;0.942;0.886;11.64;0.735;1.936;217.7;17.14
753;BED4;2024-10-06T16:30:00Z;3.154;0.494;100.0;2.372;3.039;0.883;0.724;0.678;5.198;0.295;1.232;201.3;25.43
