Unnamed: 0;station_code;measure_date;HS;TA_30MIN_MEAN;RH_30MIN_MEAN;TSS_30MIN_MEAN;TS0_30MIN_MEAN;TS25_30MIN_MEAN;TS50_30MIN_MEAN;TS100_30MIN_MEAN;RSWR_30MIN_MEAN;VW_30MIN_MEAN;VW_30MIN_MAX;DW_30MIN_MEAN;DW_30MIN_SD
677;BED1;2024-10-05T14:30:00Z;;-2.653;100.0;;;;;;;1.622;3.442;247.6;25.54
678;BED1;2024-10-05T15:00:00Z;;-2.874;100.0;;;;;;;1.978;3.911;245.2;25.14
679;BED1;2024-10-05T15:30:00Z;;-3.2;100.0;;;;;;;1.8;3.207;239.3;17.9
680;BED1;2024-10-05T16:00:00Z;;-3.45;100.0;;;;;;;1.719;2.484;232.0;13.62
681;BED1;2024-10-05T16:30:00Z;;-3.484;100.0;;;;;;;1.832;2.953;218.9;16.06
682;BED1;2024-10-05T17:00:00Z;;-3.948;100.0;;;;;;;2.708;3.696;218.1;10.52
683;BED1;2024-10-05T17:30:00Z;;-4.514;100.0;;;;;;;2.484;3.911;227.0;18.41
684;BED1;2024-10-05T18:00:00Z;;-4.465;100.0;;;;;;;2.032;3.579;201.0;18.5
685;BED1;2024-10-05T18:30:00Z;;-4.714;100.0;;;;;;;2.717;4.224;221.7;18.74
686;BED1;2024-10-05T19:00:00Z;;-4.982;100.0;;;;;;;2.94;4.185;249.9;17.05
687;BED1;2024-10-05T19:30:00Z;;-5.263;100.0;;;;;;;3.126;4.948;270.0;10.35
688;BED1;2024-10-05T20:00:00Z;;-5.439;100.0;;;;;;;3.024;4.967;274.4;17.84
689;BED1;2024-10-05T20:30:00Z;;-5.47;100.0;;;;;;;3.662;5.221;264.8;10.2
690;BED1;2024-10-05T21:00:00Z;;-5.701;100.0;;;;;;;2.724;4.107;292.8;20.69
691;BED1;2024-10-05T21:30:00Z;;-5.864;100.0;;;;;;;3.353;5.261;268.0;21.23
692;BED1;2024-10-05T22:00:00Z;;-5.872;100.0;;;;;;;3.261;5.006;263.6;21.94
693;BED1;2024-10-05T22:30:00Z;;-5.95;100.0;;;;;;;4.813;7.06;268.7;17.72
694;BED1;2024-10-05T23:00:00Z;;-6.11;100.0;;;;;;;6.068;8.92;282.2;19.02
695;BED1;2024-10-05T23:30:00Z;;-6.205;100.0;;;;;;;5.927;8.68;296.2;16.14
696;BED1;2024-10-06T00:00:00Z;;-6.217;100.0;;;;;;;4.272;7.71;296.3;18.78
697;BED1;2024-10-06T00:30:00Z;;-6.289;100.0;;;;;;;4.15;7.16;301.2;16.98
698;BED1;2024-10-06T01:00:00Z;;-6.358;100.0;;;;;;;4.364;7.37;299.7;17.03
699;BED1;2024-10-06T01:30:00Z;;-6.408;100.0;;;;;;;5.195;7.63;305.7;14.21
700;BED1;2024-10-06T02:00:00Z;;-6.402;100.0;;;;;;;5.051;8.04;314.2;10.27
701;BED1;2024-10-06T02:30:00Z;;-6.411;100.0;;;;;;;5.537;8.33;309.2;13.25
702;BED1;2024-10-06T03:00:00Z;;-6.381;100.0;;;;;;;5.716;8.31;317.8;9.97
703;BED1;2024-10-06T03:30:00Z;;-6.475;100.0;;;;;;;3.382;6.062;353.7;17.69
704;BED1;2024-10-06T04:00:00Z;;-6.486;100.0;;;;;;;3.416;5.456;338.0;20.08
705;BED1;2024-10-06T04:30:00Z;;-6.168;100.0;;;;;;;3.941;6.023;305.7;13.92
706;BED1;2024-10-06T05:00:00Z;;-5.716;100.0;;;;;;;4.24;7.41;317.4;13.18
707;BED1;2024-10-06T05:30:00Z;;-5.787;100.0;;;;;;;2.577;6.884;352.2;29.31
708;BED1;2024-10-06T06:00:00Z;;-5.478;100.0;;;;;;;2.11;4.517;11.85;21.37
709;BED1;2024-10-06T06:30:00Z;;-4.678;95.4;;;;;;;1.978;3.501;258.7;23.46
710;BED1;2024-10-06T07:00:00Z;;-4.113;91.9;;;;;;;1.353;3.168;255.9;6.694
711;BED1;2024-10-06T07:30:00Z;;-3.787;76.9;;;;;;;2.844;4.244;270.2;13.52
712;BED1;2024-10-06T08:00:00Z;;-3.493;75.1;;;;;;;2.934;3.677;274.0;9.22
713;BED1;2024-10-06T08:30:00Z;;-2.798;50.1;;;;;;;3.204;4.341;215.5;14.27
714;BED1;2024-10-06T09:00:00Z;;-2.099;36.03;;;;;;;4.131;6.004;217.0;7.73
715;BED1;2024-10-06T09:30:00Z;;-1.705;26.82;;;;;;;5.797;6.825;221.9;4.165
716;BED1;2024-10-06T10:00:00Z;;-1.557;24.77;;;;;;;5.47;7.24;230.3;13.07
717;BED1;2024-10-06T10:30:00Z;;-1.163;24.1;;;;;;;5.488;6.845;236.5;8.57
718;BED1;2024-10-06T11:00:00Z;;-0.816;27.19;;;;;;;5.567;7.78;231.6;8.06
719;BED1;2024-10-06T11:30:00Z;;-0.283;28.62;;;;;;;5.508;7.41;258.8;11.07
658;BED1;2024-10-06T16:00:00Z;;-0.688;98.3;;;;;;;4.868;10.7;266.4;17.02
659;BED1;2024-10-06T16:30:00Z;;-0.529;98.5;;;;;;;3.916;6.825;235.9;21.27
660;BED1;2024-10-06T17:00:00Z;;0.386;94.9;;;;;;;4.176;8.9;283.3;17.61
661;BED1;2024-10-06T17:30:00Z;;1.075;90.9;;;;;;;4.197;7.29;292.6;14.37
662;BED1;2024-10-06T18:00:00Z;;0.95;91.8;;;;;;;4.311;8.6;271.5;21.79
663;BED1;2024-10-06T18:30:00Z;;1.031;91.6;;;;;;;5.156;7.67;276.6;19.42
664;BED1;2024-10-06T19:00:00Z;;0.978;93.0;;;;;;;4.024;6.903;232.5;21.22
665;BED1;2024-10-06T19:30:00Z;;1.486;89.2;;;;;;;5.018;7.14;250.2;11.43
666;BED1;2024-10-06T20:00:00Z;;1.198;91.4;;;;;;;5.412;7.47;236.7;10.16
667;BED1;2024-10-06T20:30:00Z;;0.87;95.6;;;;;;;4.811;8.19;227.9;9.24
668;BED1;2024-10-06T21:00:00Z;;0.97;92.3;;;;;;;4.677;7.92;243.6;12.71
669;BED1;2024-10-06T21:30:00Z;;1.373;85.3;;;;;;;4.747;7.59;270.7;14.46
670;BED1;2024-10-06T22:00:00Z;;1.332;81.1;;;;;;;4.49;7.35;288.5;17.86
671;BED1;2024-10-06T22:30:00Z;;1.218;79.9;;;;;;;4.22;6.297;262.8;24.15
672;BED1;2024-10-06T23:00:00Z;;1.027;78.9;;;;;;;3.565;5.339;286.7;23.44
673;BED1;2024-10-06T23:30:00Z;;1.673;76.7;;;;;;;2.563;4.126;257.2;16.6
674;BED1;2024-10-07T00:00:00Z;;1.661;79.1;;;;;;;3.425;4.869;259.7;16.21
675;BED1;2024-10-07T00:30:00Z;;1.213;83.8;;;;;;;4.755;6.493;215.0;11.83
676;BED1;2024-10-07T01:00:00Z;;1.26;89.6;;;;;;;5.877;7.53;223.5;8.16
677;BED1;2024-10-07T01:30:00Z;;1.557;90.4;;;;;;;6.457;7.76;212.9;5.823
678;BED1;2024-10-07T02:00:00Z;;2.05;89.2;;;;;;;8.1;9.97;227.7;4.697
679;BED1;2024-10-07T02:30:00Z;;2.33;88.7;;;;;;;8.66;11.64;228.1;5.528
680;BED1;2024-10-07T03:00:00Z;;2.148;90.9;;;;;;;8.39;10.05;224.7;3.076
681;BED1;2024-10-07T03:30:00Z;;1.293;95.5;;;;;;;6.569;7.94;212.1;5.476
682;BED1;2024-10-07T04:00:00Z;;0.68;99.2;;;;;;;6.456;8.51;210.4;7.32
683;BED1;2024-10-07T04:30:00Z;;0.322;99.7;;;;;;;6.626;8.25;198.4;3.751
684;BED1;2024-10-07T05:00:00Z;;0.487;96.0;;;;;;;7.73;8.98;198.3;3.596
685;BED1;2024-10-07T05:30:00Z;;0.197;96.3;;;;;;;6.826;8.62;200.9;6.566
686;BED1;2024-10-07T06:00:00Z;;-0.303;98.1;;;;;;;7.77;9.37;192.6;2.753
687;BED1;2024-10-07T06:30:00Z;;-0.764;100.0;;;;;;;8.6;9.76;189.0;2.364
688;BED1;2024-10-07T07:00:00Z;;-1.011;100.0;;;;;;;8.32;9.6;183.7;2.303
689;BED1;2024-10-07T07:30:00Z;;-1.237;100.0;;;;;;;8.53;9.58;188.3;3.5
690;BED1;2024-10-07T08:00:00Z;;-0.019;98.9;;;;;;;8.59;10.03;197.3;4.248
691;BED1;2024-10-07T08:30:00Z;;-0.14;99.3;;;;;;;7.58;8.74;196.8;6.203
692;BED1;2024-10-07T09:00:00Z;;0.502;97.4;;;;;;;7.57;9.23;205.1;3.968
693;BED1;2024-10-07T09:30:00Z;;0.807;96.6;;;;;;;7.7;8.88;194.4;2.747
694;BED1;2024-10-07T10:00:00Z;;-0.087;98.8;;;;;;;8.51;10.5;176.4;8.91
695;BED1;2024-10-07T10:30:00Z;;-1.097;100.0;;;;;;;8.7;10.79;168.4;4.273
696;BED1;2024-10-07T11:00:00Z;;-1.263;100.0;;;;;;;8.87;10.36;167.0;4.498
697;BED1;2024-10-07T11:30:00Z;;-0.896;100.0;;;;;;;8.36;10.35;162.0;4.738
698;BED1;2024-10-07T12:00:00Z;;-0.628;100.0;;;;;;;8.93;10.87;169.6;6.339
699;BED1;2024-10-07T12:30:00Z;;-0.197;100.0;;;;;;;9.49;11.3;183.2;3.439
700;BED1;2024-10-07T13:00:00Z;;-0.026;100.0;;;;;;;9.23;11.75;186.7;5.172
701;BED1;2024-10-07T13:30:00Z;;0.038;100.0;;;;;;;8.83;11.09;185.3;5.072
702;BED1;2024-10-07T14:00:00Z;;-0.042;100.0;;;;;;;9.78;11.87;184.7;4.917
703;BED1;2024-10-07T14:30:00Z;;0.152;100.0;;;;;;;8.7;11.48;189.6;6.976
704;BED1;2024-10-07T15:00:00Z;;-0.151;100.0;;;;;;;8.11;11.44;182.7;6.127
658;BED1;2024-10-07T16:30:00Z;;-0.376;100.0;;;;;;;8.9;11.23;184.6;4.904
659;BED1;2024-10-07T17:00:00Z;;-0.488;100.0;;;;;;;7.32;10.36;193.7;7.69
660;BED1;2024-10-07T17:30:00Z;;-0.448;100.0;;;;;;;7.3;10.93;187.6;6.922
661;BED1;2024-10-07T18:00:00Z;;-0.44;100.0;;;;;;;7.62;10.78;188.5;7.53
662;BED1;2024-10-07T18:30:00Z;;-0.441;100.0;;;;;;;8.18;11.05;190.1;10.72
663;BED1;2024-10-07T19:00:00Z;;-0.427;100.0;;;;;;;8.6;12.11;190.1;8.87
664;BED1;2024-10-07T19:30:00Z;;-0.414;100.0;;;;;;;8.19;11.46;188.8;7.36
665;BED1;2024-10-07T20:00:00Z;;-0.412;100.0;;;;;;;8.45;10.52;181.8;5.493
666;BED1;2024-10-07T20:30:00Z;;-0.416;100.0;;;;;;;8.6;11.42;179.3;4.823
667;BED1;2024-10-07T21:00:00Z;;-0.458;100.0;;;;;;;7.65;9.58;177.2;4.673
668;BED1;2024-10-07T21:30:00Z;;-0.489;100.0;;;;;;;7.14;10.54;183.9;7.08
669;BED1;2024-10-07T22:00:00Z;;-0.511;100.0;;;;;;;7.27;9.0;185.4;6.839
670;BED1;2024-10-07T22:30:00Z;;-0.457;100.0;;;;;;;7.99;11.32;191.6;6.781
671;BED1;2024-10-07T23:00:00Z;;-0.485;100.0;;;;;;;8.43;10.4;190.6;7.02
672;BED1;2024-10-07T23:30:00Z;;-0.563;100.0;;;;;;;7.03;11.26;190.9;8.94
673;BED1;2024-10-08T00:00:00Z;;-0.48;100.0;;;;;;;7.36;11.07;189.0;8.12
674;BED1;2024-10-08T00:30:00Z;;-0.498;100.0;;;;;;;6.549;7.57;181.1;7.74
675;BED1;2024-10-08T01:00:00Z;;-0.694;100.0;;;;;;;5.144;5.789;178.4;7.26
676;BED1;2024-10-08T01:30:00Z;;-0.788;100.0;;;;;;;4.387;5.437;183.0;9.63
677;BED1;2024-10-08T02:00:00Z;;-0.889;100.0;;;;;;;3.037;4.811;190.7;15.63
678;BED1;2024-10-08T02:30:00Z;;-1.042;100.0;;;;;;;2.469;4.185;185.6;10.75
679;BED1;2024-10-08T03:00:00Z;;-1.107;100.0;;;;;;;1.882;2.894;186.5;7.31
680;BED1;2024-10-08T03:30:00Z;;-1.304;100.0;;;;;;;2.023;9.88;188.7;4.251
681;BED1;2024-10-08T04:00:00Z;;-1.47;100.0;;;;;;;2.889;20.03;188.4;3.566
682;BED1;2024-10-08T04:30:00Z;;-1.15;100.0;;;;;;;1.904;4.107;183.9;2.291
683;BED1;2024-10-08T05:00:00Z;;-0.94;100.0;;;;;;;2.961;12.89;180.8;1.003
684;BED1;2024-10-08T05:30:00Z;;-1.015;100.0;;;;;;;3.642;47.35;182.9;1.546
685;BED1;2024-10-08T06:00:00Z;;-0.752;100.0;;;;;;;0.944;1.525;185.8;1.146
686;BED1;2024-10-08T06:30:00Z;;-0.534;100.0;;;;;;;0.642;1.193;186.2;1.084
687;BED1;2024-10-08T07:00:00Z;;-0.564;100.0;;;;;;;1.635;28.98;187.1;1.605
688;BED1;2024-10-08T07:30:00Z;;-0.619;100.0;;;;;;;0.762;1.408;185.6;2.588
689;BED1;2024-10-08T08:00:00Z;;-0.452;100.0;;;;;;;1.249;9.76;183.6;5.608
690;BED1;2024-10-08T08:30:00Z;;-0.433;100.0;;;;;;;7.77;13.61;185.4;11.11
691;BED1;2024-10-08T09:00:00Z;;-0.422;100.0;;;;;;;8.58;14.31;184.9;15.33
692;BED1;2024-10-08T09:30:00Z;;-0.412;100.0;;;;;;;9.92;14.63;174.7;11.53
693;BED1;2024-10-08T10:00:00Z;;-0.429;100.0;;;;;;;7.74;12.87;185.4;12.07
694;BED1;2024-10-08T10:30:00Z;;-0.421;100.0;;;;;;;8.67;13.18;180.0;10.42
695;BED1;2024-10-08T11:00:00Z;;-0.413;100.0;;;;;;;7.77;11.3;183.9;9.54
696;BED1;2024-10-08T11:30:00Z;;-0.284;100.0;;;;;;;7.64;11.46;184.7;7.17
697;BED1;2024-10-08T12:00:00Z;;-0.321;100.0;;;;;;;6.508;10.17;192.1;14.83
698;BED1;2024-10-08T12:30:00Z;;-0.469;100.0;;;;;;;5.734;12.07;205.9;17.94
699;BED1;2024-10-08T13:00:00Z;;-0.701;100.0;;;;;;;5.965;9.62;193.0;17.0
700;BED1;2024-10-08T13:30:00Z;;-0.43;100.0;;;;;;;6.46;10.93;186.8;13.12
701;BED1;2024-10-08T14:00:00Z;;-0.299;100.0;;;;;;;5.34;8.78;186.6;14.12
702;BED1;2024-10-08T14:30:00Z;;-0.053;100.0;;;;;;;5.399;8.8;175.7;16.29
703;BED1;2024-10-08T15:00:00Z;;-0.086;100.0;;;;;;;4.198;8.94;151.7;27.01
704;BED1;2024-10-08T15:30:00Z;;-0.123;100.0;;;;;;;6.087;8.57;142.9;14.91
657;BED1;2024-10-08T16:30:00Z;;-0.137;100.0;;;;;;;4.499;6.845;138.1;18.23
658;BED1;2024-10-08T17:00:00Z;;-0.421;100.0;;;;;;;1.366;4.42;164.1;30.84
659;BED1;2024-10-08T17:30:00Z;;-1.223;100.0;;;;;;;3.34;5.261;302.6;22.89
660;BED1;2024-10-08T18:00:00Z;;-1.467;100.0;;;;;;;4.447;5.593;307.1;19.15
661;BED1;2024-10-08T18:30:00Z;;-1.531;100.0;;;;;;;4.616;5.495;327.2;4.686
662;BED1;2024-10-08T19:00:00Z;;-1.886;100.0;;;;;;;4.695;7.72;339.5;25.85
663;BED1;2024-10-08T19:30:00Z;;-1.9;100.0;;;;;;;3.677;7.53;322.6;19.37
664;BED1;2024-10-08T20:00:00Z;;-2.017;100.0;;;;;;;4.065;5.769;328.0;5.295
665;BED1;2024-10-08T20:30:00Z;;-2.189;100.0;;;;;;;3.467;5.945;332.9;19.43
666;BED1;2024-10-08T21:00:00Z;;-2.311;100.0;;;;;;;3.043;4.4;319.8;8.45
667;BED1;2024-10-08T21:30:00Z;;-2.373;100.0;;;;;;;3.902;5.573;323.2;8.93
668;BED1;2024-10-08T22:00:00Z;;-2.653;100.0;;;;;;;2.719;4.224;322.0;10.6
669;BED1;2024-10-08T22:30:00Z;;-3.073;100.0;;;;;;;2.718;3.794;318.0;7.17
670;BED1;2024-10-08T23:00:00Z;;-3.443;100.0;;;;;;;4.242;5.495;309.8;6.76
671;BED1;2024-10-08T23:30:00Z;;-3.463;100.0;;;;;;;4.494;5.945;310.7;12.9
672;BED1;2024-10-09T00:00:00Z;;-3.47;100.0;;;;;;;2.313;4.967;288.9;14.37
673;BED1;2024-10-09T00:30:00Z;;-3.532;100.0;;;;;;;1.206;3.501;252.9;23.77
674;BED1;2024-10-09T01:00:00Z;;-3.776;100.0;;;;;;;4.387;6.512;239.5;14.45
675;BED1;2024-10-09T01:30:00Z;;-3.952;100.0;;;;;;;5.243;7.57;218.9;9.67
676;BED1;2024-10-09T02:00:00Z;;-3.97;100.0;;;;;;;4.451;7.35;212.1;17.33
677;BED1;2024-10-09T02:30:00Z;;-4.047;100.0;;;;;;;6.28;8.35;199.1;7.55
678;BED1;2024-10-09T03:00:00Z;;-4.016;100.0;;;;;;;5.611;7.27;194.8;6.642
679;BED1;2024-10-09T03:30:00Z;;-3.961;100.0;;;;;;;6.698;8.37;191.3;4.875
680;BED1;2024-10-09T04:00:00Z;;-3.92;100.0;;;;;;;5.544;7.98;193.6;8.57
681;BED1;2024-10-09T04:30:00Z;;-3.654;100.0;;;;;;;6.808;9.45;200.3;7.86
682;BED1;2024-10-09T05:00:00Z;;-3.619;100.0;;;;;;;6.799;8.19;185.6;6.223
683;BED1;2024-10-09T05:30:00Z;;-3.596;100.0;;;;;;;7.45;8.82;182.2;4.219
684;BED1;2024-10-09T06:00:00Z;;-3.551;100.0;;;;;;;7.31;8.59;182.6;4.781
685;BED1;2024-10-09T06:30:00Z;;-3.593;100.0;;;;;;;7.49;9.27;177.5;4.617
686;BED1;2024-10-09T07:00:00Z;;-3.364;100.0;;;;;;;7.36;9.15;177.2;4.75
687;BED1;2024-10-09T07:30:00Z;;-3.229;100.0;;;;;;;7.89;10.21;177.9;4.699
688;BED1;2024-10-09T08:00:00Z;;-3.157;100.0;;;;;;;7.61;10.44;175.4;6.11
689;BED1;2024-10-09T08:30:00Z;;-3.065;100.0;;;;;;;7.9;10.33;178.7;6.745
690;BED1;2024-10-09T09:00:00Z;;-2.872;100.0;;;;;;;6.821;10.29;183.1;9.09
691;BED1;2024-10-09T09:30:00Z;;-2.56;100.0;;;;;;;6.065;10.78;183.8;12.15
692;BED1;2024-10-09T10:00:00Z;;-2.221;100.0;;;;;;;6.774;10.72;184.2;9.76
693;BED1;2024-10-09T10:30:00Z;;-1.965;100.0;;;;;;;5.919;8.68;192.1;8.66
694;BED1;2024-10-09T11:00:00Z;;-1.61;100.0;;;;;;;6.325;11.48;187.4;5.939
695;BED1;2024-10-09T11:30:00Z;;-1.516;100.0;;;;;;;1.932;3.442;184.0;8.19
696;BED1;2024-10-09T12:00:00Z;;-1.717;100.0;;;;;;;1.16;1.682;172.4;8.06
697;BED1;2024-10-09T12:30:00Z;;-1.608;100.0;;;;;;;1.374;2.19;169.5;9.98
698;BED1;2024-10-09T13:00:00Z;;-1.834;100.0;;;;;;;1.256;1.877;177.8;9.05
699;BED1;2024-10-09T13:30:00Z;;-1.874;100.0;;;;;;;6.362;12.11;180.5;5.154
700;BED1;2024-10-09T14:00:00Z;;-1.785;100.0;;;;;;;0.608;4.557;183.0;2.34
701;BED1;2024-10-09T14:30:00Z;;-1.611;100.0;;;;;;;;;;0.0
702;BED1;2024-10-09T15:00:00Z;;-1.618;100.0;;;;;;;;;;0.0
703;BED1;2024-10-09T15:30:00Z;;-1.624;100.0;;;;;;;;;;0.0
720;BED3;2024-10-05T12:00:00Z;6.498;4.853;57.59;15.63;6.493;8.76;7.14;8.47;163.0;0.602;2.875;49.76;39.97
721;BED3;2024-10-05T12:30:00Z;6.208;5.016;57.15;15.94;6.75;9.2;7.93;8.58;163.8;0.539;2.308;17.49;42.75
722;BED3;2024-10-05T13:00:00Z;5.658;5.276;57.2;15.69;6.848;8.86;8.16;8.74;155.7;0.256;2.464;326.9;57.73
723;BED3;2024-10-05T13:30:00Z;5.709;5.763;57.34;14.9;6.782;8.65;8.16;9.18;146.9;0.155;2.425;9.95;54.71
724;BED3;2024-10-05T14:00:00Z;5.291;5.338;60.06;13.21;6.7;8.85;6.713;8.1;133.5;0.944;2.053;187.9;15.76
725;BED3;2024-10-05T14:30:00Z;5.31;5.26;60.95;11.5;6.627;8.12;6.998;7.56;118.8;0.998;1.975;196.5;24.94
726;BED3;2024-10-05T15:00:00Z;5.426;5.181;61.59;6.221;6.534;6.89;6.164;7.02;54.84;0.547;2.034;234.7;33.26
727;BED3;2024-10-05T15:30:00Z;6.578;3.523;69.36;-0.727;6.304;0.698;2.02;2.951;2.948;0.374;1.799;238.7;11.58
728;BED3;2024-10-05T16:00:00Z;5.897;3.252;69.08;-1.405;5.958;-0.429;1.413;2.37;2.218;0.905;1.819;251.8;14.71
729;BED3;2024-10-05T16:30:00Z;5.657;2.761;73.0;-2.124;5.668;-1.254;0.754;1.75;2.374;0.946;1.74;258.6;13.12
730;BED3;2024-10-05T17:00:00Z;3.524;2.246;75.6;-1.481;5.518;-1.462;0.616;1.393;1.198;0.727;2.034;264.3;34.42
731;BED3;2024-10-05T17:30:00Z;5.169;1.256;80.7;-3.371;5.402;-2.324;-0.359;0.444;-1.753;0.347;1.858;116.2;28.26
732;BED3;2024-10-05T18:00:00Z;2.782;0.68;84.2;-3.382;5.288;-2.947;-0.865;-0.141;-1.731;0.194;1.74;188.7;42.61
733;BED3;2024-10-05T18:30:00Z;3.122;0.81;86.7;-2.805;5.177;-2.894;-0.779;-0.046;-1.554;1.03;2.053;268.1;17.56
734;BED3;2024-10-05T19:00:00Z;2.777;0.613;94.8;-1.273;5.084;-2.25;-0.139;0.275;-1.621;0.26;1.486;273.5;9.24
735;BED3;2024-10-05T19:30:00Z;3.473;0.23;91.6;-2.902;5.008;-2.701;-0.807;-0.208;-1.443;0.594;1.721;195.0;21.08
736;BED3;2024-10-05T20:00:00Z;5.275;-0.291;91.9;-4.915;4.934;-3.813;-1.936;-1.129;-1.465;0.425;1.604;166.0;12.63
737;BED3;2024-10-05T20:30:00Z;3.507;-0.306;91.1;-4.954;4.843;-3.752;-1.906;-1.095;-1.599;0.318;1.486;169.7;14.42
738;BED3;2024-10-05T21:00:00Z;2.803;-0.81;95.1;-6.366;4.75;-5.007;-2.71;-1.874;-1.776;0.089;1.291;197.0;29.21
739;BED3;2024-10-05T21:30:00Z;3.393;-0.866;96.2;-6.402;4.642;-4.908;-2.423;-1.723;-1.954;0.1;1.232;159.3;4.761
740;BED3;2024-10-05T22:00:00Z;5.424;-1.148;97.1;-5.984;4.53;-5.092;-2.465;-1.79;-1.999;0.006;0.763;99.5;9.7
741;BED3;2024-10-05T22:30:00Z;7.48;-0.25;94.1;-3.212;4.43;-3.507;-1.358;-0.672;-1.999;0.373;1.623;170.3;11.86
742;BED3;2024-10-05T23:00:00Z;5.311;-0.036;91.2;-2.648;4.376;-3.351;-1.265;-0.564;-1.91;0.075;0.978;156.2;21.91
743;BED3;2024-10-05T23:30:00Z;2.906;-0.081;90.0;-3.333;4.348;-3.316;-1.436;-0.606;-1.91;0.062;1.193;222.8;9.63
744;BED3;2024-10-06T00:00:00Z;5.724;-0.168;89.4;-3.428;4.322;-3.39;-1.494;-0.75;-1.866;0.205;1.232;166.5;8.24
745;BED3;2024-10-06T00:30:00Z;4.835;-0.026;88.6;-2.602;4.302;-3.079;-1.139;-0.521;-1.777;0.305;1.115;161.7;19.31
746;BED3;2024-10-06T01:00:00Z;5.478;-0.217;88.1;-3.578;4.279;-3.353;-1.469;-0.82;-1.821;0.468;1.799;153.6;12.22
747;BED3;2024-10-06T01:30:00Z;7.23;-0.778;89.1;-5.971;4.244;-4.563;-2.556;-1.686;-1.843;0.459;1.76;152.8;13.67
748;BED3;2024-10-06T02:00:00Z;3.743;-1.004;91.0;-6.155;4.18;-4.899;-2.829;-1.965;-1.932;0.205;1.701;143.8;14.33
749;BED3;2024-10-06T02:30:00Z;7.08;-1.257;93.2;-6.915;4.097;-5.278;-3.11;-2.205;-1.999;0.38;1.74;172.1;12.23
750;BED3;2024-10-06T03:00:00Z;6.131;-1.327;92.2;-7.2;4.002;-5.281;-3.256;-2.341;-1.999;0.454;1.428;168.2;12.16
751;BED3;2024-10-06T03:30:00Z;6.444;-1.616;93.8;-7.18;3.905;-5.72;-3.516;-2.638;-1.999;0.125;2.053;152.4;6.865
752;BED3;2024-10-06T04:00:00Z;15.44;-2.025;96.8;-7.86;3.805;-6.422;-3.911;-3.074;-1.999;0.134;1.271;150.7;6.016
753;BED3;2024-10-06T04:30:00Z;14.61;-1.337;92.2;-5.981;3.708;-5.099;-2.875;-1.987;-1.999;0.921;2.249;151.7;17.61
754;BED3;2024-10-06T05:00:00Z;16.94;-1.458;92.3;-6.437;3.644;-5.441;-3.258;-2.411;-1.999;0.411;1.721;156.8;10.16
755;BED3;2024-10-06T05:30:00Z;15.06;-1.74;92.8;-6.915;3.58;-5.799;-3.502;-2.584;-1.51;0.622;1.604;151.0;14.66
756;BED3;2024-10-06T06:00:00Z;17.25;-1.671;92.5;-6.71;3.517;-5.701;-3.395;-2.388;3.221;0.336;1.408;151.9;10.29
757;BED3;2024-10-06T06:30:00Z;16.12;-1.477;91.3;-5.423;3.472;-5.064;-2.986;-1.98;3.843;0.605;1.76;144.5;12.72
758;BED3;2024-10-06T07:00:00Z;11.9;-1.275;91.7;-4.957;3.446;-4.961;-2.807;-1.714;9.22;0.354;1.604;138.6;8.31
759;BED3;2024-10-06T07:30:00Z;11.18;-0.469;89.0;-1.904;3.444;-3.307;-1.521;-0.376;25.81;0.101;1.134;138.1;10.83
760;BED3;2024-10-06T08:00:00Z;8.65;0.904;82.7;0.613;3.48;-0.888;0.37;1.568;45.78;0.001;0.176;125.4;0.364
761;BED3;2024-10-06T08:30:00Z;5.599;1.442;80.7;3.037;3.529;0.641;1.743;2.383;41.93;0.045;0.997;155.9;20.46
762;BED3;2024-10-06T09:00:00Z;4.146;1.232;86.2;3.543;3.588;0.44;1.579;1.882;34.71;0.141;1.388;316.4;27.61
763;BED3;2024-10-06T09:30:00Z;7.57;1.345;85.3;3.477;3.648;0.478;1.692;1.967;28.57;0.109;1.193;55.15;24.82
764;BED3;2024-10-06T10:00:00Z;9.94;1.506;86.2;4.371;3.882;0.862;2.018;2.267;35.07;0.255;1.486;23.78;22.25
765;BED3;2024-10-06T10:30:00Z;8.19;1.772;86.4;5.497;4.41;1.444;2.548;2.742;43.24;0.329;1.936;19.97;31.19
766;BED3;2024-10-06T11:00:00Z;7.81;2.003;84.6;6.135;4.951;1.893;2.827;2.991;41.48;0.276;2.092;23.38;28.79
767;BED3;2024-10-06T11:30:00Z;7.7;2.181;85.5;6.646;5.347;2.134;3.075;3.22;46.3;0.239;1.76;354.7;23.82
705;BED3;2024-10-06T16:00:00Z;4.556;2.389;95.5;4.157;6.566;0.888;2.453;2.485;10.12;0.109;1.369;35.57;20.7
706;BED3;2024-10-06T16:30:00Z;6.24;1.857;98.7;3.016;6.452;0.153;1.831;1.844;2.863;0.039;0.997;343.7;24.45
707;BED3;2024-10-06T17:00:00Z;2.416;1.714;92.5;2.31;6.297;-0.339;1.476;1.497;-1.176;0.0;0.0;0.0;0.0
708;BED3;2024-10-06T17:30:00Z;4.161;1.671;95.6;1.996;6.141;-0.361;1.565;1.619;-1.886;0.031;0.782;352.7;7.45
709;BED3;2024-10-06T18:00:00Z;4.372;1.596;96.5;1.862;6.022;-0.372;1.602;1.685;-1.998;0.148;1.056;286.7;8.25
710;BED3;2024-10-06T18:30:00Z;7.81;1.771;93.5;1.775;5.939;-0.323;1.711;1.838;-1.998;0.586;2.073;261.6;17.49
